2019-04-30 13:56:04.835527 [epoch 0 iteration 0000]loss 2.128 | overlap 0.097
2019-04-30 13:56:05.340934 [epoch 0 iteration 0001]loss 2.155 | overlap 0.069
2019-04-30 13:56:05.909674 [epoch 0 iteration 0002]loss 2.142 | overlap 0.072
2019-04-30 13:56:06.414124 [epoch 0 iteration 0003]loss 2.045 | overlap 0.066
2019-04-30 13:56:06.937329 [epoch 0 iteration 0004]loss 2.066 | overlap 0.066
2019-04-30 13:56:07.435687 [epoch 0 iteration 0005]loss 1.979 | overlap 0.097
2019-04-30 13:56:07.923802 [epoch 0 iteration 0006]loss 1.869 | overlap 0.059
2019-04-30 13:56:08.381381 [epoch 0 iteration 0007]loss 1.957 | overlap 0.062
2019-04-30 13:56:08.893024 [epoch 0 iteration 0008]loss 1.972 | overlap 0.069
2019-04-30 13:56:09.397604 [epoch 0 iteration 0009]loss 1.983 | overlap 0.053
2019-04-30 13:56:09.917328 [epoch 0 iteration 0010]loss 1.878 | overlap 0.062
2019-04-30 13:56:10.422926 [epoch 0 iteration 0011]loss 1.737 | overlap 0.078
2019-04-30 13:56:10.928433 [epoch 0 iteration 0012]loss 1.790 | overlap 0.119
2019-04-30 13:56:11.464104 [epoch 0 iteration 0013]loss 1.882 | overlap 0.112
2019-04-30 13:56:11.988124 [epoch 0 iteration 0014]loss 1.707 | overlap 0.109
2019-04-30 13:56:12.506183 [epoch 0 iteration 0015]loss 1.919 | overlap 0.097
2019-04-30 13:56:13.012387 [epoch 0 iteration 0016]loss 1.760 | overlap 0.144
2019-04-30 13:56:13.506478 [epoch 0 iteration 0017]loss 1.823 | overlap 0.097
2019-04-30 13:56:14.001783 [epoch 0 iteration 0018]loss 1.903 | overlap 0.062
2019-04-30 13:56:14.506102 [epoch 0 iteration 0019]loss 1.957 | overlap 0.066
2019-04-30 13:56:15.036385 [epoch 0 iteration 0020]loss 1.854 | overlap 0.097
2019-04-30 13:56:15.541695 [epoch 0 iteration 0021]loss 1.839 | overlap 0.103
2019-04-30 13:56:16.037548 [epoch 0 iteration 0022]loss 1.871 | overlap 0.091
2019-04-30 13:56:16.541430 [epoch 0 iteration 0023]loss 1.716 | overlap 0.081
2019-04-30 13:56:17.081025 [epoch 0 iteration 0024]loss 1.655 | overlap 0.078
2019-04-30 13:56:17.585762 [epoch 0 iteration 0025]loss 1.630 | overlap 0.072
2019-04-30 13:56:18.088902 [epoch 0 iteration 0026]loss 1.748 | overlap 0.094
2019-04-30 13:56:18.595351 [epoch 0 iteration 0027]loss 1.741 | overlap 0.100
2019-04-30 13:56:19.096882 [epoch 0 iteration 0028]loss 1.792 | overlap 0.072
2019-04-30 13:56:19.608024 [epoch 0 iteration 0029]loss 1.584 | overlap 0.128
2019-04-30 13:56:20.132802 [epoch 0 iteration 0030]loss 1.678 | overlap 0.128
2019-04-30 13:56:20.634962 [epoch 0 iteration 0031]loss 1.670 | overlap 0.106
2019-04-30 13:56:21.119446 [epoch 0 iteration 0032]loss 1.634 | overlap 0.097
2019-04-30 13:56:21.620824 [epoch 0 iteration 0033]loss 1.568 | overlap 0.137
2019-04-30 13:56:22.119173 [epoch 0 iteration 0034]loss 1.620 | overlap 0.112
2019-04-30 13:56:22.644464 [epoch 0 iteration 0035]loss 1.708 | overlap 0.091
2019-04-30 13:56:23.154154 [epoch 0 iteration 0036]loss 1.690 | overlap 0.072
2019-04-30 13:56:23.644124 [epoch 0 iteration 0037]loss 1.634 | overlap 0.094
2019-04-30 13:56:24.148007 [epoch 0 iteration 0038]loss 1.738 | overlap 0.069
2019-04-30 13:56:24.653173 [epoch 0 iteration 0039]loss 1.697 | overlap 0.103
2019-04-30 13:56:25.150084 [epoch 0 iteration 0040]loss 1.727 | overlap 0.131
2019-04-30 13:56:25.652540 [epoch 0 iteration 0041]loss 1.664 | overlap 0.088
2019-04-30 13:56:26.184194 [epoch 0 iteration 0042]loss 1.575 | overlap 0.119
2019-04-30 13:56:26.713563 [epoch 0 iteration 0043]loss 1.572 | overlap 0.109
2019-04-30 13:56:27.214222 [epoch 0 iteration 0044]loss 1.632 | overlap 0.097
2019-04-30 13:56:27.724514 [epoch 0 iteration 0045]loss 1.631 | overlap 0.131
2019-04-30 13:56:28.270178 [epoch 0 iteration 0046]loss 1.567 | overlap 0.122
2019-04-30 13:56:28.756007 [epoch 0 iteration 0047]loss 1.623 | overlap 0.091
2019-04-30 13:56:29.258563 [epoch 0 iteration 0048]loss 1.616 | overlap 0.100
2019-04-30 13:56:29.763746 [epoch 0 iteration 0049]loss 1.706 | overlap 0.062
2019-04-30 13:56:30.263630 [epoch 0 iteration 0050]loss 1.606 | overlap 0.088
2019-04-30 13:56:30.766298 [epoch 0 iteration 0051]loss 1.557 | overlap 0.134
2019-04-30 13:56:31.294557 [epoch 0 iteration 0052]loss 1.536 | overlap 0.131
2019-04-30 13:56:31.819295 [epoch 0 iteration 0053]loss 1.574 | overlap 0.122
2019-04-30 13:56:32.329095 [epoch 0 iteration 0054]loss 1.587 | overlap 0.122
2019-04-30 13:56:32.852960 [epoch 0 iteration 0055]loss 1.577 | overlap 0.081
2019-04-30 13:56:33.372379 [epoch 0 iteration 0056]loss 1.611 | overlap 0.072
2019-04-30 13:56:33.864380 [epoch 0 iteration 0057]loss 1.618 | overlap 0.075
2019-04-30 13:56:34.371713 [epoch 0 iteration 0058]loss 1.643 | overlap 0.081
2019-04-30 13:56:34.886134 [epoch 0 iteration 0059]loss 1.663 | overlap 0.100
2019-04-30 13:56:35.411615 [epoch 0 iteration 0060]loss 1.604 | overlap 0.112
2019-04-30 13:56:35.917821 [epoch 0 iteration 0061]loss 1.593 | overlap 0.097
2019-04-30 13:56:36.422104 [epoch 0 iteration 0062]loss 1.597 | overlap 0.106
2019-04-30 13:56:36.926851 [epoch 0 iteration 0063]loss 1.643 | overlap 0.112
2019-04-30 13:56:37.427524 [epoch 0 iteration 0064]loss 1.551 | overlap 0.125
2019-04-30 13:56:37.922349 [epoch 0 iteration 0065]loss 1.603 | overlap 0.112
2019-04-30 13:56:38.384096 [epoch 0 iteration 0066]loss 1.646 | overlap 0.119
2019-04-30 13:56:38.870493 [epoch 0 iteration 0067]loss 1.590 | overlap 0.159
2019-04-30 13:56:39.399802 [epoch 0 iteration 0068]loss 1.650 | overlap 0.084
2019-04-30 13:56:39.979567 [epoch 0 iteration 0069]loss 1.560 | overlap 0.137
2019-04-30 13:56:40.517049 [epoch 0 iteration 0070]loss 1.635 | overlap 0.100
2019-04-30 13:56:41.012044 [epoch 0 iteration 0071]loss 1.558 | overlap 0.106
2019-04-30 13:56:41.540519 [epoch 0 iteration 0072]loss 1.606 | overlap 0.084
2019-04-30 13:56:42.033421 [epoch 0 iteration 0073]loss 1.656 | overlap 0.106
2019-04-30 13:56:42.534873 [epoch 0 iteration 0074]loss 1.663 | overlap 0.078
2019-04-30 13:56:43.052789 [epoch 0 iteration 0075]loss 1.540 | overlap 0.144
2019-04-30 13:56:43.557702 [epoch 0 iteration 0076]loss 1.583 | overlap 0.122
2019-04-30 13:56:44.035563 [epoch 0 iteration 0077]loss 1.650 | overlap 0.075
2019-04-30 13:56:44.568141 [epoch 0 iteration 0078]loss 1.556 | overlap 0.119
2019-04-30 13:56:45.070858 [epoch 0 iteration 0079]loss 1.652 | overlap 0.084
2019-04-30 13:56:45.566428 [epoch 0 iteration 0080]loss 1.607 | overlap 0.078
2019-04-30 13:56:46.078697 [epoch 0 iteration 0081]loss 1.529 | overlap 0.178
2019-04-30 13:56:46.592016 [epoch 0 iteration 0082]loss 1.572 | overlap 0.084
2019-04-30 13:56:47.107610 [epoch 0 iteration 0083]loss 1.584 | overlap 0.125
2019-04-30 13:56:47.596670 [epoch 0 iteration 0084]loss 1.586 | overlap 0.134
2019-04-30 13:56:48.075123 [epoch 0 iteration 0085]loss 1.554 | overlap 0.131
2019-04-30 13:56:48.543901 [epoch 0 iteration 0086]loss 1.568 | overlap 0.137
2019-04-30 13:56:49.005603 [epoch 0 iteration 0087]loss 1.691 | overlap 0.059
2019-04-30 13:56:49.520597 [epoch 0 iteration 0088]loss 1.537 | overlap 0.137
2019-04-30 13:56:50.022018 [epoch 0 iteration 0089]loss 1.549 | overlap 0.125
2019-04-30 13:56:50.570992 [epoch 0 iteration 0090]loss 1.592 | overlap 0.088
2019-04-30 13:56:51.218550 [epoch 0 iteration 0091]loss 1.607 | overlap 0.088
2019-04-30 13:56:51.838158 [epoch 0 iteration 0092]loss 1.574 | overlap 0.103
2019-04-30 13:56:52.489843 [epoch 0 iteration 0093]loss 1.641 | overlap 0.059
2019-04-30 13:56:52.937575 [epoch 0 iteration 0094]loss 1.560 | overlap 0.116
2019-04-30 13:56:53.466093 [epoch 0 iteration 0095]loss 1.583 | overlap 0.094
2019-04-30 13:56:54.003453 [epoch 0 iteration 0096]loss 1.612 | overlap 0.081
2019-04-30 13:56:54.528416 [epoch 0 iteration 0097]loss 1.588 | overlap 0.125
2019-04-30 13:56:55.016252 [epoch 0 iteration 0098]loss 1.481 | overlap 0.231
2019-04-30 13:56:55.529619 [epoch 0 iteration 0099]loss 1.579 | overlap 0.066
=================== interval 99 | loss 1.687 | overlap 0.101 ===================
2019-04-30 13:56:56.039446 [epoch 0 iteration 0100]loss 1.522 | overlap 0.153
2019-04-30 13:56:56.530349 [epoch 0 iteration 0101]loss 1.542 | overlap 0.109
2019-04-30 13:56:57.044379 [epoch 0 iteration 0102]loss 1.539 | overlap 0.119
2019-04-30 13:56:57.551039 [epoch 0 iteration 0103]loss 1.629 | overlap 0.112
2019-04-30 13:56:58.045197 [epoch 0 iteration 0104]loss 1.519 | overlap 0.125
2019-04-30 13:56:58.531091 [epoch 0 iteration 0105]loss 1.511 | overlap 0.147
2019-04-30 13:56:59.005945 [epoch 0 iteration 0106]loss 1.566 | overlap 0.116
2019-04-30 13:56:59.490458 [epoch 0 iteration 0107]loss 1.632 | overlap 0.106
2019-04-30 13:56:59.972095 [epoch 0 iteration 0108]loss 1.522 | overlap 0.131
2019-04-30 13:57:00.471533 [epoch 0 iteration 0109]loss 1.556 | overlap 0.116
2019-04-30 13:57:00.978132 [epoch 0 iteration 0110]loss 1.519 | overlap 0.137
2019-04-30 13:57:01.461905 [epoch 0 iteration 0111]loss 1.554 | overlap 0.137
2019-04-30 13:57:02.009591 [epoch 0 iteration 0112]loss 1.529 | overlap 0.163
2019-04-30 13:57:02.505499 [epoch 0 iteration 0113]loss 1.522 | overlap 0.150
2019-04-30 13:57:03.020997 [epoch 0 iteration 0114]loss 1.549 | overlap 0.144
2019-04-30 13:57:03.528842 [epoch 0 iteration 0115]loss 1.587 | overlap 0.097
2019-04-30 13:57:04.044982 [epoch 0 iteration 0116]loss 1.537 | overlap 0.144
2019-04-30 13:57:04.528859 [epoch 0 iteration 0117]loss 1.579 | overlap 0.091
2019-04-30 13:57:05.021291 [epoch 0 iteration 0118]loss 1.607 | overlap 0.072
2019-04-30 13:57:05.517003 [epoch 0 iteration 0119]loss 1.649 | overlap 0.100
2019-04-30 13:57:06.048261 [epoch 0 iteration 0120]loss 1.575 | overlap 0.100
2019-04-30 13:57:06.544573 [epoch 0 iteration 0121]loss 1.499 | overlap 0.203
2019-04-30 13:57:07.073226 [epoch 0 iteration 0122]loss 1.531 | overlap 0.172
2019-04-30 13:57:07.558690 [epoch 0 iteration 0123]loss 1.551 | overlap 0.106
2019-04-30 13:57:08.066915 [epoch 0 iteration 0124]loss 1.517 | overlap 0.137
2019-04-30 13:57:08.547871 [epoch 0 iteration 0125]loss 1.563 | overlap 0.128
2019-04-30 13:57:09.048334 [epoch 0 iteration 0126]loss 1.565 | overlap 0.147
2019-04-30 13:57:09.521276 [epoch 0 iteration 0127]loss 1.631 | overlap 0.088
2019-04-30 13:57:10.014781 [epoch 0 iteration 0128]loss 1.593 | overlap 0.125
2019-04-30 13:57:10.497855 [epoch 0 iteration 0129]loss 1.582 | overlap 0.112
2019-04-30 13:57:10.979193 [epoch 0 iteration 0130]loss 1.559 | overlap 0.112
2019-04-30 13:57:11.460960 [epoch 0 iteration 0131]loss 1.585 | overlap 0.119
2019-04-30 13:57:11.927713 [epoch 0 iteration 0132]loss 1.569 | overlap 0.141
2019-04-30 13:57:12.445143 [epoch 0 iteration 0133]loss 1.540 | overlap 0.169
2019-04-30 13:57:12.952099 [epoch 0 iteration 0134]loss 1.536 | overlap 0.131
2019-04-30 13:57:13.467761 [epoch 0 iteration 0135]loss 1.692 | overlap 0.106
2019-04-30 13:57:13.960924 [epoch 0 iteration 0136]loss 1.547 | overlap 0.150
2019-04-30 13:57:14.432815 [epoch 0 iteration 0137]loss 1.586 | overlap 0.119
2019-04-30 13:57:14.946633 [epoch 0 iteration 0138]loss 1.640 | overlap 0.125
