2019-04-22 13:18:29.437041 [epoch 0 iteration 0000]loss 4.103 | overlap 0.078
2019-04-22 13:18:29.666781 [epoch 0 iteration 0001]loss 3.384 | overlap 0.103
2019-04-22 13:18:29.913239 [epoch 0 iteration 0002]loss 2.635 | overlap 0.044
2019-04-22 13:18:30.141943 [epoch 0 iteration 0003]loss 2.588 | overlap 0.084
2019-04-22 13:18:30.361982 [epoch 0 iteration 0004]loss 2.684 | overlap 0.088
2019-04-22 13:18:30.585618 [epoch 0 iteration 0005]loss 2.951 | overlap 0.062
2019-04-22 13:18:30.811390 [epoch 0 iteration 0006]loss 3.186 | overlap 0.069
2019-04-22 13:18:31.033971 [epoch 0 iteration 0007]loss 2.412 | overlap 0.069
2019-04-22 13:18:31.258670 [epoch 0 iteration 0008]loss 2.499 | overlap 0.072
2019-04-22 13:18:31.482261 [epoch 0 iteration 0009]loss 2.413 | overlap 0.062
2019-04-22 13:18:31.707204 [epoch 0 iteration 0010]loss 2.234 | overlap 0.078
2019-04-22 13:18:31.928398 [epoch 0 iteration 0011]loss 2.308 | overlap 0.075
2019-04-22 13:18:32.152472 [epoch 0 iteration 0012]loss 2.222 | overlap 0.053
2019-04-22 13:18:32.372954 [epoch 0 iteration 0013]loss 2.316 | overlap 0.091
2019-04-22 13:18:32.596535 [epoch 0 iteration 0014]loss 1.923 | overlap 0.053
2019-04-22 13:18:32.818170 [epoch 0 iteration 0015]loss 2.094 | overlap 0.053
2019-04-22 13:18:33.038811 [epoch 0 iteration 0016]loss 2.088 | overlap 0.041
2019-04-22 13:18:33.262369 [epoch 0 iteration 0017]loss 2.359 | overlap 0.062
2019-04-22 13:18:33.488669 [epoch 0 iteration 0018]loss 1.957 | overlap 0.056
2019-04-22 13:18:33.713486 [epoch 0 iteration 0019]loss 1.994 | overlap 0.078
2019-04-22 13:18:33.938350 [epoch 0 iteration 0020]loss 1.832 | overlap 0.047
2019-04-22 13:18:34.160556 [epoch 0 iteration 0021]loss 2.109 | overlap 0.050
2019-04-22 13:18:34.383607 [epoch 0 iteration 0022]loss 1.969 | overlap 0.084
2019-04-22 13:18:34.608771 [epoch 0 iteration 0023]loss 2.154 | overlap 0.062
2019-04-22 13:18:34.831532 [epoch 0 iteration 0024]loss 1.810 | overlap 0.066
2019-04-22 13:18:35.073386 [epoch 0 iteration 0025]loss 1.756 | overlap 0.062
2019-04-22 13:18:35.295388 [epoch 0 iteration 0026]loss 1.773 | overlap 0.081
2019-04-22 13:18:35.518485 [epoch 0 iteration 0027]loss 1.884 | overlap 0.066
2019-04-22 13:18:35.741671 [epoch 0 iteration 0028]loss 1.838 | overlap 0.081
2019-04-22 13:18:35.964528 [epoch 0 iteration 0029]loss 1.819 | overlap 0.072
2019-04-22 13:18:36.189138 [epoch 0 iteration 0030]loss 1.854 | overlap 0.062
2019-04-22 13:18:36.411195 [epoch 0 iteration 0031]loss 1.737 | overlap 0.097
2019-04-22 13:18:36.635075 [epoch 0 iteration 0032]loss 1.738 | overlap 0.081
2019-04-22 13:18:36.858192 [epoch 0 iteration 0033]loss 1.866 | overlap 0.081
2019-04-22 13:18:37.082653 [epoch 0 iteration 0034]loss 1.792 | overlap 0.097
2019-04-22 13:18:37.305506 [epoch 0 iteration 0035]loss 1.736 | overlap 0.091
2019-04-22 13:18:37.528121 [epoch 0 iteration 0036]loss 1.767 | overlap 0.078
2019-04-22 13:18:37.750979 [epoch 0 iteration 0037]loss 1.857 | overlap 0.084
2019-04-22 13:18:37.971732 [epoch 0 iteration 0038]loss 1.675 | overlap 0.062
2019-04-22 13:18:38.192610 [epoch 0 iteration 0039]loss 1.680 | overlap 0.069
2019-04-22 13:18:38.421718 [epoch 0 iteration 0040]loss 1.691 | overlap 0.072
2019-04-22 13:18:38.650801 [epoch 0 iteration 0041]loss 1.797 | overlap 0.047
2019-04-22 13:18:38.878595 [epoch 0 iteration 0042]loss 1.705 | overlap 0.081
2019-04-22 13:18:39.103395 [epoch 0 iteration 0043]loss 1.695 | overlap 0.081
2019-04-22 13:18:39.329992 [epoch 0 iteration 0044]loss 1.853 | overlap 0.072
2019-04-22 13:18:39.553833 [epoch 0 iteration 0045]loss 1.855 | overlap 0.056
2019-04-22 13:18:39.776440 [epoch 0 iteration 0046]loss 1.643 | overlap 0.088
2019-04-22 13:18:40.021269 [epoch 0 iteration 0047]loss 1.720 | overlap 0.075
2019-04-22 13:18:40.243315 [epoch 0 iteration 0048]loss 1.637 | overlap 0.053
2019-04-22 13:18:40.467647 [epoch 0 iteration 0049]loss 1.675 | overlap 0.047
2019-04-22 13:18:40.692718 [epoch 0 iteration 0050]loss 1.706 | overlap 0.069
2019-04-22 13:18:40.913918 [epoch 0 iteration 0051]loss 1.718 | overlap 0.056
2019-04-22 13:18:41.134961 [epoch 0 iteration 0052]loss 1.705 | overlap 0.056
2019-04-22 13:18:41.357496 [epoch 0 iteration 0053]loss 1.653 | overlap 0.094
2019-04-22 13:18:41.580904 [epoch 0 iteration 0054]loss 1.652 | overlap 0.050
2019-04-22 13:18:41.803736 [epoch 0 iteration 0055]loss 1.691 | overlap 0.094
2019-04-22 13:18:42.026742 [epoch 0 iteration 0056]loss 1.605 | overlap 0.084
2019-04-22 13:18:42.250024 [epoch 0 iteration 0057]loss 1.759 | overlap 0.072
2019-04-22 13:18:42.474212 [epoch 0 iteration 0058]loss 1.661 | overlap 0.088
2019-04-22 13:18:42.696890 [epoch 0 iteration 0059]loss 1.774 | overlap 0.056
2019-04-22 13:18:42.920845 [epoch 0 iteration 0060]loss 1.624 | overlap 0.103
2019-04-22 13:18:43.144117 [epoch 0 iteration 0061]loss 1.698 | overlap 0.056
2019-04-22 13:18:43.365770 [epoch 0 iteration 0062]loss 1.626 | overlap 0.094
2019-04-22 13:18:43.587809 [epoch 0 iteration 0063]loss 1.634 | overlap 0.044
2019-04-22 13:18:43.807927 [epoch 0 iteration 0064]loss 1.698 | overlap 0.091
2019-04-22 13:18:44.031054 [epoch 0 iteration 0065]loss 1.671 | overlap 0.081
2019-04-22 13:18:44.254591 [epoch 0 iteration 0066]loss 1.749 | overlap 0.056
2019-04-22 13:18:44.478793 [epoch 0 iteration 0067]loss 1.638 | overlap 0.075
2019-04-22 13:18:44.717686 [epoch 0 iteration 0068]loss 1.641 | overlap 0.100
2019-04-22 13:18:44.939695 [epoch 0 iteration 0069]loss 1.635 | overlap 0.072
2019-04-22 13:18:45.162483 [epoch 0 iteration 0070]loss 1.630 | overlap 0.091
2019-04-22 13:18:45.383041 [epoch 0 iteration 0071]loss 1.655 | overlap 0.094
2019-04-22 13:18:45.606508 [epoch 0 iteration 0072]loss 1.708 | overlap 0.094
2019-04-22 13:18:45.831509 [epoch 0 iteration 0073]loss 1.620 | overlap 0.075
2019-04-22 13:18:46.052993 [epoch 0 iteration 0074]loss 1.676 | overlap 0.075
2019-04-22 13:18:46.273994 [epoch 0 iteration 0075]loss 1.647 | overlap 0.103
2019-04-22 13:18:46.498980 [epoch 0 iteration 0076]loss 1.613 | overlap 0.081
2019-04-22 13:18:46.724203 [epoch 0 iteration 0077]loss 1.629 | overlap 0.084
2019-04-22 13:18:46.945755 [epoch 0 iteration 0078]loss 1.602 | overlap 0.119
2019-04-22 13:18:47.168582 [epoch 0 iteration 0079]loss 1.655 | overlap 0.062
2019-04-22 13:18:47.388415 [epoch 0 iteration 0080]loss 1.625 | overlap 0.088
2019-04-22 13:18:47.611753 [epoch 0 iteration 0081]loss 1.674 | overlap 0.037
2019-04-22 13:18:47.833366 [epoch 0 iteration 0082]loss 1.694 | overlap 0.078
2019-04-22 13:18:48.058031 [epoch 0 iteration 0083]loss 1.690 | overlap 0.078
2019-04-22 13:18:48.282824 [epoch 0 iteration 0084]loss 1.644 | overlap 0.116
2019-04-22 13:18:48.509188 [epoch 0 iteration 0085]loss 1.620 | overlap 0.084
2019-04-22 13:18:48.735995 [epoch 0 iteration 0086]loss 1.618 | overlap 0.062
2019-04-22 13:18:48.962623 [epoch 0 iteration 0087]loss 1.684 | overlap 0.078
2019-04-22 13:18:49.184677 [epoch 0 iteration 0088]loss 1.575 | overlap 0.103
2019-04-22 13:18:49.409447 [epoch 0 iteration 0089]loss 1.735 | overlap 0.066
2019-04-22 13:18:49.658059 [epoch 0 iteration 0090]loss 1.669 | overlap 0.072
2019-04-22 13:18:49.880104 [epoch 0 iteration 0091]loss 1.629 | overlap 0.069
2019-04-22 13:18:50.103105 [epoch 0 iteration 0092]loss 1.625 | overlap 0.059
2019-04-22 13:18:50.327936 [epoch 0 iteration 0093]loss 1.637 | overlap 0.075
2019-04-22 13:18:50.553283 [epoch 0 iteration 0094]loss 1.701 | overlap 0.062
2019-04-22 13:18:50.774816 [epoch 0 iteration 0095]loss 1.669 | overlap 0.069
2019-04-22 13:18:50.993891 [epoch 0 iteration 0096]loss 1.603 | overlap 0.066
2019-04-22 13:18:51.218475 [epoch 0 iteration 0097]loss 1.616 | overlap 0.053
2019-04-22 13:18:51.439819 [epoch 0 iteration 0098]loss 1.663 | overlap 0.047
2019-04-22 13:18:51.663810 [epoch 0 iteration 0099]loss 1.654 | overlap 0.066
=================== interval 99 | loss 1.873 | overlap 0.073 ===================
2019-04-22 13:18:51.886012 [epoch 0 iteration 0100]loss 1.617 | overlap 0.081
2019-04-22 13:18:52.108810 [epoch 0 iteration 0101]loss 1.633 | overlap 0.059
2019-04-22 13:18:52.332796 [epoch 0 iteration 0102]loss 1.657 | overlap 0.047
2019-04-22 13:18:52.555085 [epoch 0 iteration 0103]loss 1.611 | overlap 0.072
2019-04-22 13:18:52.776115 [epoch 0 iteration 0104]loss 1.618 | overlap 0.059
2019-04-22 13:18:52.998590 [epoch 0 iteration 0105]loss 1.640 | overlap 0.050
2019-04-22 13:18:53.221677 [epoch 0 iteration 0106]loss 1.658 | overlap 0.094
2019-04-22 13:18:53.446319 [epoch 0 iteration 0107]loss 1.633 | overlap 0.109
2019-04-22 13:18:53.666795 [epoch 0 iteration 0108]loss 1.661 | overlap 0.062
2019-04-22 13:18:53.890574 [epoch 0 iteration 0109]loss 1.621 | overlap 0.119
2019-04-22 13:18:54.112618 [epoch 0 iteration 0110]loss 1.633 | overlap 0.084
2019-04-22 13:18:54.335114 [epoch 0 iteration 0111]loss 1.673 | overlap 0.078
2019-04-22 13:18:54.580187 [epoch 0 iteration 0112]loss 1.607 | overlap 0.088
2019-04-22 13:18:54.802608 [epoch 0 iteration 0113]loss 1.619 | overlap 0.069
2019-04-22 13:18:55.026660 [epoch 0 iteration 0114]loss 1.645 | overlap 0.081
2019-04-22 13:18:55.251562 [epoch 0 iteration 0115]loss 1.605 | overlap 0.078
2019-04-22 13:18:55.472524 [epoch 0 iteration 0116]loss 1.602 | overlap 0.062
2019-04-22 13:18:55.695975 [epoch 0 iteration 0117]loss 1.623 | overlap 0.088
2019-04-22 13:18:55.914879 [epoch 0 iteration 0118]loss 1.592 | overlap 0.084
2019-04-22 13:18:56.136067 [epoch 0 iteration 0119]loss 1.612 | overlap 0.088
2019-04-22 13:18:56.357788 [epoch 0 iteration 0120]loss 1.618 | overlap 0.075
2019-04-22 13:18:56.580740 [epoch 0 iteration 0121]loss 1.608 | overlap 0.106
2019-04-22 13:18:56.803866 [epoch 0 iteration 0122]loss 1.659 | overlap 0.050
2019-04-22 13:18:57.027488 [epoch 0 iteration 0123]loss 1.584 | overlap 0.097
2019-04-22 13:18:57.252826 [epoch 0 iteration 0124]loss 1.640 | overlap 0.088
