2019-04-28 14:58:06.587643 [epoch 0 iteration 0000]loss 1.998 | overlap 0.103
2019-04-28 14:58:07.036128 [epoch 0 iteration 0001]loss 2.033 | overlap 0.103
2019-04-28 14:58:07.435807 [epoch 0 iteration 0002]loss 1.915 | overlap 0.078
2019-04-28 14:58:07.841341 [epoch 0 iteration 0003]loss 1.942 | overlap 0.091
2019-04-28 14:58:08.247639 [epoch 0 iteration 0004]loss 2.035 | overlap 0.081
2019-04-28 14:58:08.643039 [epoch 0 iteration 0005]loss 1.861 | overlap 0.147
2019-04-28 14:58:09.035159 [epoch 0 iteration 0006]loss 1.894 | overlap 0.078
2019-04-28 14:58:09.425584 [epoch 0 iteration 0007]loss 1.825 | overlap 0.094
2019-04-28 14:58:09.819251 [epoch 0 iteration 0008]loss 1.857 | overlap 0.122
2019-04-28 14:58:10.211951 [epoch 0 iteration 0009]loss 1.765 | overlap 0.153
2019-04-28 14:58:10.609394 [epoch 0 iteration 0010]loss 1.672 | overlap 0.147
2019-04-28 14:58:10.999783 [epoch 0 iteration 0011]loss 1.765 | overlap 0.144
2019-04-28 14:58:11.389910 [epoch 0 iteration 0012]loss 1.558 | overlap 0.169
2019-04-28 14:58:11.780190 [epoch 0 iteration 0013]loss 1.602 | overlap 0.166
2019-04-28 14:58:12.183868 [epoch 0 iteration 0014]loss 1.785 | overlap 0.134
2019-04-28 14:58:12.583034 [epoch 0 iteration 0015]loss 1.791 | overlap 0.094
2019-04-28 14:58:12.974217 [epoch 0 iteration 0016]loss 1.677 | overlap 0.147
2019-04-28 14:58:13.364152 [epoch 0 iteration 0017]loss 1.608 | overlap 0.169
2019-04-28 14:58:13.757573 [epoch 0 iteration 0018]loss 1.698 | overlap 0.119
2019-04-28 14:58:14.154748 [epoch 0 iteration 0019]loss 1.562 | overlap 0.194
2019-04-28 14:58:14.557426 [epoch 0 iteration 0020]loss 1.698 | overlap 0.131
2019-04-28 14:58:14.946680 [epoch 0 iteration 0021]loss 1.684 | overlap 0.069
2019-04-28 14:58:15.333733 [epoch 0 iteration 0022]loss 1.655 | overlap 0.125
2019-04-28 14:58:15.757312 [epoch 0 iteration 0023]loss 1.692 | overlap 0.125
2019-04-28 14:58:16.148541 [epoch 0 iteration 0024]loss 1.580 | overlap 0.119
2019-04-28 14:58:16.544229 [epoch 0 iteration 0025]loss 1.699 | overlap 0.112
2019-04-28 14:58:16.937194 [epoch 0 iteration 0026]loss 1.601 | overlap 0.128
2019-04-28 14:58:17.327423 [epoch 0 iteration 0027]loss 1.499 | overlap 0.169
2019-04-28 14:58:17.717081 [epoch 0 iteration 0028]loss 1.708 | overlap 0.066
2019-04-28 14:58:18.106824 [epoch 0 iteration 0029]loss 1.529 | overlap 0.156
2019-04-28 14:58:18.502713 [epoch 0 iteration 0030]loss 1.559 | overlap 0.128
2019-04-28 14:58:18.895980 [epoch 0 iteration 0031]loss 1.708 | overlap 0.056
2019-04-28 14:58:19.296585 [epoch 0 iteration 0032]loss 1.563 | overlap 0.163
2019-04-28 14:58:19.693123 [epoch 0 iteration 0033]loss 1.616 | overlap 0.131
2019-04-28 14:58:20.084438 [epoch 0 iteration 0034]loss 1.650 | overlap 0.097
2019-04-28 14:58:20.476088 [epoch 0 iteration 0035]loss 1.468 | overlap 0.184
2019-04-28 14:58:20.867719 [epoch 0 iteration 0036]loss 1.517 | overlap 0.178
2019-04-28 14:58:21.261808 [epoch 0 iteration 0037]loss 1.647 | overlap 0.103
2019-04-28 14:58:21.652575 [epoch 0 iteration 0038]loss 1.493 | overlap 0.181
2019-04-28 14:58:22.048461 [epoch 0 iteration 0039]loss 1.529 | overlap 0.131
2019-04-28 14:58:22.435761 [epoch 0 iteration 0040]loss 1.506 | overlap 0.166
2019-04-28 14:58:22.829158 [epoch 0 iteration 0041]loss 1.505 | overlap 0.169
2019-04-28 14:58:23.226256 [epoch 0 iteration 0042]loss 1.465 | overlap 0.212
2019-04-28 14:58:23.624912 [epoch 0 iteration 0043]loss 1.513 | overlap 0.166
2019-04-28 14:58:24.015674 [epoch 0 iteration 0044]loss 1.539 | overlap 0.134
2019-04-28 14:58:24.402356 [epoch 0 iteration 0045]loss 1.443 | overlap 0.184
2019-04-28 14:58:24.824842 [epoch 0 iteration 0046]loss 1.616 | overlap 0.103
2019-04-28 14:58:25.219894 [epoch 0 iteration 0047]loss 1.607 | overlap 0.106
2019-04-28 14:58:25.614970 [epoch 0 iteration 0048]loss 1.629 | overlap 0.100
2019-04-28 14:58:26.007597 [epoch 0 iteration 0049]loss 1.365 | overlap 0.297
2019-04-28 14:58:26.400783 [epoch 0 iteration 0050]loss 1.551 | overlap 0.122
2019-04-28 14:58:26.791215 [epoch 0 iteration 0051]loss 1.486 | overlap 0.225
2019-04-28 14:58:27.185806 [epoch 0 iteration 0052]loss 1.535 | overlap 0.144
2019-04-28 14:58:27.574011 [epoch 0 iteration 0053]loss 1.532 | overlap 0.144
2019-04-28 14:58:27.964401 [epoch 0 iteration 0054]loss 1.532 | overlap 0.159
2019-04-28 14:58:28.352655 [epoch 0 iteration 0055]loss 1.497 | overlap 0.134
2019-04-28 14:58:28.750112 [epoch 0 iteration 0056]loss 1.527 | overlap 0.147
2019-04-28 14:58:29.137393 [epoch 0 iteration 0057]loss 1.550 | overlap 0.116
2019-04-28 14:58:29.533809 [epoch 0 iteration 0058]loss 1.512 | overlap 0.144
2019-04-28 14:58:29.926168 [epoch 0 iteration 0059]loss 1.519 | overlap 0.125
2019-04-28 14:58:30.317831 [epoch 0 iteration 0060]loss 1.667 | overlap 0.072
2019-04-28 14:58:30.709298 [epoch 0 iteration 0061]loss 1.490 | overlap 0.163
2019-04-28 14:58:31.097800 [epoch 0 iteration 0062]loss 1.566 | overlap 0.112
2019-04-28 14:58:31.495844 [epoch 0 iteration 0063]loss 1.498 | overlap 0.191
2019-04-28 14:58:31.887882 [epoch 0 iteration 0064]loss 1.558 | overlap 0.147
2019-04-28 14:58:32.281646 [epoch 0 iteration 0065]loss 1.508 | overlap 0.141
2019-04-28 14:58:32.668815 [epoch 0 iteration 0066]loss 1.492 | overlap 0.203
2019-04-28 14:58:33.065714 [epoch 0 iteration 0067]loss 1.565 | overlap 0.122
2019-04-28 14:58:33.499093 [epoch 0 iteration 0068]loss 1.531 | overlap 0.128
2019-04-28 14:58:33.896293 [epoch 0 iteration 0069]loss 1.505 | overlap 0.181
2019-04-28 14:58:34.287877 [epoch 0 iteration 0070]loss 1.513 | overlap 0.172
2019-04-28 14:58:34.685523 [epoch 0 iteration 0071]loss 1.593 | overlap 0.144
2019-04-28 14:58:35.072271 [epoch 0 iteration 0072]loss 1.419 | overlap 0.278
2019-04-28 14:58:35.464363 [epoch 0 iteration 0073]loss 1.522 | overlap 0.169
2019-04-28 14:58:35.860931 [epoch 0 iteration 0074]loss 1.525 | overlap 0.166
2019-04-28 14:58:36.251191 [epoch 0 iteration 0075]loss 1.525 | overlap 0.175
2019-04-28 14:58:36.642873 [epoch 0 iteration 0076]loss 1.470 | overlap 0.216
2019-04-28 14:58:37.033816 [epoch 0 iteration 0077]loss 1.586 | overlap 0.131
2019-04-28 14:58:37.425998 [epoch 0 iteration 0078]loss 1.534 | overlap 0.166
2019-04-28 14:58:37.816219 [epoch 0 iteration 0079]loss 1.620 | overlap 0.072
2019-04-28 14:58:38.210227 [epoch 0 iteration 0080]loss 1.679 | overlap 0.091
2019-04-28 14:58:38.615393 [epoch 0 iteration 0081]loss 1.581 | overlap 0.125
2019-04-28 14:58:39.055015 [epoch 0 iteration 0082]loss 1.448 | overlap 0.209
2019-04-28 14:58:39.445646 [epoch 0 iteration 0083]loss 1.516 | overlap 0.187
2019-04-28 14:58:39.837075 [epoch 0 iteration 0084]loss 1.547 | overlap 0.128
2019-04-28 14:58:40.229109 [epoch 0 iteration 0085]loss 1.519 | overlap 0.128
2019-04-28 14:58:40.622603 [epoch 0 iteration 0086]loss 1.604 | overlap 0.094
2019-04-28 14:58:41.013954 [epoch 0 iteration 0087]loss 1.527 | overlap 0.159
2019-04-28 14:58:41.405137 [epoch 0 iteration 0088]loss 1.584 | overlap 0.128
2019-04-28 14:58:41.797861 [epoch 0 iteration 0089]loss 1.562 | overlap 0.122
2019-04-28 14:58:42.196438 [epoch 0 iteration 0090]loss 1.516 | overlap 0.166
2019-04-28 14:58:42.623936 [epoch 0 iteration 0091]loss 1.618 | overlap 0.062
2019-04-28 14:58:43.020747 [epoch 0 iteration 0092]loss 1.545 | overlap 0.112
2019-04-28 14:58:43.415603 [epoch 0 iteration 0093]loss 1.460 | overlap 0.216
2019-04-28 14:58:43.810793 [epoch 0 iteration 0094]loss 1.503 | overlap 0.153
2019-04-28 14:58:44.207965 [epoch 0 iteration 0095]loss 1.560 | overlap 0.122
2019-04-28 14:58:44.604321 [epoch 0 iteration 0096]loss 1.574 | overlap 0.097
2019-04-28 14:58:44.998494 [epoch 0 iteration 0097]loss 1.502 | overlap 0.175
2019-04-28 14:58:45.394612 [epoch 0 iteration 0098]loss 1.464 | overlap 0.197
2019-04-28 14:58:45.788569 [epoch 0 iteration 0099]loss 1.503 | overlap 0.178
=================== interval 99 | loss 1.599 | overlap 0.142 ===================
