2019-04-23 20:31:20.203043 [epoch 0 iteration 0000]loss 2.772 | overlap 0.059
2019-04-23 20:31:20.479973 [epoch 0 iteration 0001]loss 3.136 | overlap 0.056
2019-04-23 20:31:20.790918 [epoch 0 iteration 0002]loss 2.515 | overlap 0.069
2019-04-23 20:31:21.067312 [epoch 0 iteration 0003]loss 2.766 | overlap 0.066
2019-04-23 20:31:21.341557 [epoch 0 iteration 0004]loss 2.310 | overlap 0.062
2019-04-23 20:31:21.614110 [epoch 0 iteration 0005]loss 2.454 | overlap 0.050
2019-04-23 20:31:21.885264 [epoch 0 iteration 0006]loss 2.389 | overlap 0.078
2019-04-23 20:31:22.158414 [epoch 0 iteration 0007]loss 2.345 | overlap 0.075
2019-04-23 20:31:22.431460 [epoch 0 iteration 0008]loss 2.194 | overlap 0.078
2019-04-23 20:31:22.702587 [epoch 0 iteration 0009]loss 2.296 | overlap 0.062
2019-04-23 20:31:22.972236 [epoch 0 iteration 0010]loss 2.273 | overlap 0.044
2019-04-23 20:31:23.243280 [epoch 0 iteration 0011]loss 2.172 | overlap 0.072
2019-04-23 20:31:23.517049 [epoch 0 iteration 0012]loss 2.260 | overlap 0.053
2019-04-23 20:31:23.785225 [epoch 0 iteration 0013]loss 2.292 | overlap 0.081
2019-04-23 20:31:24.050165 [epoch 0 iteration 0014]loss 2.220 | overlap 0.062
2019-04-23 20:31:24.316117 [epoch 0 iteration 0015]loss 2.063 | overlap 0.056
2019-04-23 20:31:24.588086 [epoch 0 iteration 0016]loss 1.958 | overlap 0.084
2019-04-23 20:31:24.863227 [epoch 0 iteration 0017]loss 2.130 | overlap 0.078
2019-04-23 20:31:25.129234 [epoch 0 iteration 0018]loss 2.023 | overlap 0.078
2019-04-23 20:31:25.393834 [epoch 0 iteration 0019]loss 2.052 | overlap 0.059
2019-04-23 20:31:25.665332 [epoch 0 iteration 0020]loss 2.048 | overlap 0.066
2019-04-23 20:31:25.938613 [epoch 0 iteration 0021]loss 2.047 | overlap 0.081
2019-04-23 20:31:26.208600 [epoch 0 iteration 0022]loss 1.988 | overlap 0.062
2019-04-23 20:31:26.503721 [epoch 0 iteration 0023]loss 1.967 | overlap 0.081
2019-04-23 20:31:26.773452 [epoch 0 iteration 0024]loss 1.800 | overlap 0.109
2019-04-23 20:31:27.041669 [epoch 0 iteration 0025]loss 2.060 | overlap 0.097
2019-04-23 20:31:27.309708 [epoch 0 iteration 0026]loss 2.079 | overlap 0.037
2019-04-23 20:31:27.576118 [epoch 0 iteration 0027]loss 1.940 | overlap 0.088
2019-04-23 20:31:27.844694 [epoch 0 iteration 0028]loss 1.812 | overlap 0.088
2019-04-23 20:31:28.114858 [epoch 0 iteration 0029]loss 1.834 | overlap 0.072
2019-04-23 20:31:28.384966 [epoch 0 iteration 0030]loss 1.808 | overlap 0.059
2019-04-23 20:31:28.657059 [epoch 0 iteration 0031]loss 1.823 | overlap 0.078
2019-04-23 20:31:28.932180 [epoch 0 iteration 0032]loss 1.909 | overlap 0.069
2019-04-23 20:31:29.201143 [epoch 0 iteration 0033]loss 1.753 | overlap 0.072
2019-04-23 20:31:29.465076 [epoch 0 iteration 0034]loss 1.771 | overlap 0.091
2019-04-23 20:31:29.738220 [epoch 0 iteration 0035]loss 1.932 | overlap 0.097
2019-04-23 20:31:30.011683 [epoch 0 iteration 0036]loss 1.774 | overlap 0.072
2019-04-23 20:31:30.288935 [epoch 0 iteration 0037]loss 1.829 | overlap 0.069
2019-04-23 20:31:30.555550 [epoch 0 iteration 0038]loss 1.940 | overlap 0.062
2019-04-23 20:31:30.822123 [epoch 0 iteration 0039]loss 1.859 | overlap 0.081
2019-04-23 20:31:31.101978 [epoch 0 iteration 0040]loss 1.955 | overlap 0.081
2019-04-23 20:31:31.374213 [epoch 0 iteration 0041]loss 1.822 | overlap 0.094
2019-04-23 20:31:31.645346 [epoch 0 iteration 0042]loss 1.738 | overlap 0.072
2019-04-23 20:31:31.917999 [epoch 0 iteration 0043]loss 1.838 | overlap 0.059
2019-04-23 20:31:32.187296 [epoch 0 iteration 0044]loss 1.772 | overlap 0.088
