2019-04-21 16:22:43.051914 [epoch 0 iteration 0000]loss 2.231 | overlap 0.106
2019-04-21 16:22:43.806478 [epoch 0 iteration 0001]loss 2.434 | overlap 0.069
2019-04-21 16:22:44.511166 [epoch 0 iteration 0002]loss 2.206 | overlap 0.059
2019-04-21 16:22:45.235665 [epoch 0 iteration 0003]loss 2.249 | overlap 0.106
2019-04-21 16:22:45.939060 [epoch 0 iteration 0004]loss 2.330 | overlap 0.053
2019-04-21 16:22:46.665415 [epoch 0 iteration 0005]loss 1.949 | overlap 0.150
2019-04-21 16:22:47.360669 [epoch 0 iteration 0006]loss 2.139 | overlap 0.066
2019-04-21 16:22:48.061811 [epoch 0 iteration 0007]loss 2.056 | overlap 0.091
2019-04-21 16:22:48.763800 [epoch 0 iteration 0008]loss 1.996 | overlap 0.078
2019-04-21 16:22:49.468444 [epoch 0 iteration 0009]loss 1.899 | overlap 0.097
2019-04-21 16:22:50.172317 [epoch 0 iteration 0010]loss 1.811 | overlap 0.106
2019-04-21 16:22:50.904412 [epoch 0 iteration 0011]loss 1.807 | overlap 0.116
2019-04-21 16:22:51.629355 [epoch 0 iteration 0012]loss 1.782 | overlap 0.128
2019-04-21 16:22:52.357437 [epoch 0 iteration 0013]loss 1.754 | overlap 0.100
2019-04-21 16:22:53.057999 [epoch 0 iteration 0014]loss 1.740 | overlap 0.094
2019-04-21 16:22:53.778931 [epoch 0 iteration 0015]loss 1.822 | overlap 0.066
2019-04-21 16:22:54.475100 [epoch 0 iteration 0016]loss 1.703 | overlap 0.122
2019-04-21 16:22:55.205117 [epoch 0 iteration 0017]loss 1.744 | overlap 0.072
2019-04-21 16:22:55.903615 [epoch 0 iteration 0018]loss 1.714 | overlap 0.094
2019-04-21 16:22:56.606216 [epoch 0 iteration 0019]loss 1.778 | overlap 0.075
2019-04-21 16:22:57.330716 [epoch 0 iteration 0020]loss 1.727 | overlap 0.112
2019-04-21 16:22:58.057177 [epoch 0 iteration 0021]loss 1.741 | overlap 0.066
2019-04-21 16:22:58.784200 [epoch 0 iteration 0022]loss 1.633 | overlap 0.116
2019-04-21 16:22:59.535037 [epoch 0 iteration 0023]loss 1.549 | overlap 0.169
2019-04-21 16:23:00.236058 [epoch 0 iteration 0024]loss 1.684 | overlap 0.078
2019-04-21 16:23:00.975513 [epoch 0 iteration 0025]loss 1.680 | overlap 0.069
2019-04-21 16:23:01.701627 [epoch 0 iteration 0026]loss 1.625 | overlap 0.097
2019-04-21 16:23:02.433420 [epoch 0 iteration 0027]loss 1.619 | overlap 0.106
2019-04-21 16:23:03.139090 [epoch 0 iteration 0028]loss 1.625 | overlap 0.150
2019-04-21 16:23:03.866941 [epoch 0 iteration 0029]loss 1.670 | overlap 0.050
2019-04-21 16:23:04.597023 [epoch 0 iteration 0030]loss 1.550 | overlap 0.159
2019-04-21 16:23:05.321406 [epoch 0 iteration 0031]loss 1.604 | overlap 0.112
2019-04-21 16:23:06.020438 [epoch 0 iteration 0032]loss 1.643 | overlap 0.103
2019-04-21 16:23:06.752129 [epoch 0 iteration 0033]loss 1.577 | overlap 0.112
2019-04-21 16:23:07.453317 [epoch 0 iteration 0034]loss 1.602 | overlap 0.103
2019-04-21 16:23:08.156136 [epoch 0 iteration 0035]loss 1.539 | overlap 0.125
2019-04-21 16:23:08.862959 [epoch 0 iteration 0036]loss 1.579 | overlap 0.097
2019-04-21 16:23:09.540047 [epoch 0 iteration 0037]loss 1.613 | overlap 0.088
2019-04-21 16:23:10.241828 [epoch 0 iteration 0038]loss 1.620 | overlap 0.091
2019-04-21 16:23:10.944184 [epoch 0 iteration 0039]loss 1.647 | overlap 0.091
2019-04-21 16:23:11.679653 [epoch 0 iteration 0040]loss 1.616 | overlap 0.109
2019-04-21 16:23:12.358573 [epoch 0 iteration 0041]loss 1.513 | overlap 0.131
2019-04-21 16:23:13.090692 [epoch 0 iteration 0042]loss 1.590 | overlap 0.112
2019-04-21 16:23:13.770093 [epoch 0 iteration 0043]loss 1.587 | overlap 0.069
2019-04-21 16:23:14.495123 [epoch 0 iteration 0044]loss 1.628 | overlap 0.094
2019-04-21 16:23:15.173094 [epoch 0 iteration 0045]loss 1.588 | overlap 0.119
2019-04-21 16:23:15.875759 [epoch 0 iteration 0046]loss 1.548 | overlap 0.134
2019-04-21 16:23:16.583585 [epoch 0 iteration 0047]loss 1.652 | overlap 0.066
2019-04-21 16:23:17.331498 [epoch 0 iteration 0048]loss 1.618 | overlap 0.116
2019-04-21 16:23:18.027674 [epoch 0 iteration 0049]loss 1.508 | overlap 0.163
2019-04-21 16:23:18.750668 [epoch 0 iteration 0050]loss 1.637 | overlap 0.069
2019-04-21 16:23:19.454632 [epoch 0 iteration 0051]loss 1.583 | overlap 0.106
2019-04-21 16:23:20.192819 [epoch 0 iteration 0052]loss 1.557 | overlap 0.116
2019-04-21 16:23:20.897972 [epoch 0 iteration 0053]loss 1.601 | overlap 0.084
2019-04-21 16:23:21.627680 [epoch 0 iteration 0054]loss 1.549 | overlap 0.159
2019-04-21 16:23:22.342024 [epoch 0 iteration 0055]loss 1.555 | overlap 0.147
2019-04-21 16:23:23.041223 [epoch 0 iteration 0056]loss 1.601 | overlap 0.078
2019-04-21 16:23:23.756422 [epoch 0 iteration 0057]loss 1.573 | overlap 0.112
2019-04-21 16:23:24.428213 [epoch 0 iteration 0058]loss 1.623 | overlap 0.078
2019-04-21 16:23:25.107622 [epoch 0 iteration 0059]loss 1.581 | overlap 0.091
2019-04-21 16:23:25.808971 [epoch 0 iteration 0060]loss 1.527 | overlap 0.109
2019-04-21 16:23:26.523900 [epoch 0 iteration 0061]loss 1.562 | overlap 0.128
2019-04-21 16:23:27.200966 [epoch 0 iteration 0062]loss 1.506 | overlap 0.119
2019-04-21 16:23:27.901150 [epoch 0 iteration 0063]loss 1.583 | overlap 0.109
2019-04-21 16:23:28.603800 [epoch 0 iteration 0064]loss 1.528 | overlap 0.131
2019-04-21 16:23:29.300929 [epoch 0 iteration 0065]loss 1.597 | overlap 0.081
2019-04-21 16:23:29.970384 [epoch 0 iteration 0066]loss 1.544 | overlap 0.122
2019-04-21 16:23:30.666734 [epoch 0 iteration 0067]loss 1.512 | overlap 0.112
2019-04-21 16:23:31.390051 [epoch 0 iteration 0068]loss 1.549 | overlap 0.119
2019-04-21 16:23:32.065846 [epoch 0 iteration 0069]loss 1.574 | overlap 0.116
2019-04-21 16:23:32.768374 [epoch 0 iteration 0070]loss 1.478 | overlap 0.163
2019-04-21 16:23:33.505365 [epoch 0 iteration 0071]loss 1.488 | overlap 0.175
2019-04-21 16:23:34.182722 [epoch 0 iteration 0072]loss 1.589 | overlap 0.100
2019-04-21 16:23:34.915100 [epoch 0 iteration 0073]loss 1.542 | overlap 0.109
2019-04-21 16:23:35.596877 [epoch 0 iteration 0074]loss 1.490 | overlap 0.156
2019-04-21 16:23:36.276701 [epoch 0 iteration 0075]loss 1.500 | overlap 0.159
2019-04-21 16:23:36.954613 [epoch 0 iteration 0076]loss 1.634 | overlap 0.081
2019-04-21 16:23:37.631866 [epoch 0 iteration 0077]loss 1.555 | overlap 0.137
2019-04-21 16:23:38.334352 [epoch 0 iteration 0078]loss 1.504 | overlap 0.125
2019-04-21 16:23:39.017576 [epoch 0 iteration 0079]loss 1.558 | overlap 0.122
2019-04-21 16:23:39.695847 [epoch 0 iteration 0080]loss 1.496 | overlap 0.147
2019-04-21 16:23:40.397391 [epoch 0 iteration 0081]loss 1.533 | overlap 0.122
2019-04-21 16:23:41.101054 [epoch 0 iteration 0082]loss 1.604 | overlap 0.088
2019-04-21 16:23:41.778418 [epoch 0 iteration 0083]loss 1.522 | overlap 0.106
2019-04-21 16:23:42.447772 [epoch 0 iteration 0084]loss 1.581 | overlap 0.122
2019-04-21 16:23:43.128629 [epoch 0 iteration 0085]loss 1.539 | overlap 0.128
2019-04-21 16:23:43.803885 [epoch 0 iteration 0086]loss 1.512 | overlap 0.150
2019-04-21 16:23:44.504841 [epoch 0 iteration 0087]loss 1.597 | overlap 0.137
2019-04-21 16:23:45.183754 [epoch 0 iteration 0088]loss 1.497 | overlap 0.141
2019-04-21 16:23:45.893854 [epoch 0 iteration 0089]loss 1.562 | overlap 0.125
2019-04-21 16:23:46.567244 [epoch 0 iteration 0090]loss 1.541 | overlap 0.128
2019-04-21 16:23:47.267660 [epoch 0 iteration 0091]loss 1.537 | overlap 0.141
