[epoch 0 iteration 000]loss 1.602 | overlap 0.106
[epoch 0 iteration 001]loss 1.571 | overlap 0.094
[epoch 0 iteration 002]loss 1.592 | overlap 0.094
[epoch 0 iteration 003]loss 1.572 | overlap 0.122
[epoch 0 iteration 004]loss 1.589 | overlap 0.088
[epoch 0 iteration 005]loss 1.566 | overlap 0.103
[epoch 0 iteration 006]loss 1.558 | overlap 0.116
[epoch 0 iteration 007]loss 1.573 | overlap 0.109
[epoch 0 iteration 008]loss 1.579 | overlap 0.137
[epoch 0 iteration 009]loss 1.556 | overlap 0.131
[epoch 0 iteration 010]loss 1.541 | overlap 0.125
[epoch 0 iteration 011]loss 1.580 | overlap 0.106
[epoch 0 iteration 012]loss 1.538 | overlap 0.109
[epoch 0 iteration 013]loss 1.580 | overlap 0.116
[epoch 0 iteration 014]loss 1.574 | overlap 0.106
[epoch 0 iteration 015]loss 1.550 | overlap 0.109
[epoch 0 iteration 016]loss 1.534 | overlap 0.131
[epoch 0 iteration 017]loss 1.528 | overlap 0.084
[epoch 0 iteration 018]loss 1.526 | overlap 0.141
[epoch 0 iteration 019]loss 1.521 | overlap 0.125
[epoch 0 iteration 020]loss 1.512 | overlap 0.159
[epoch 0 iteration 021]loss 1.549 | overlap 0.144
[epoch 0 iteration 022]loss 1.547 | overlap 0.103
[epoch 0 iteration 023]loss 1.506 | overlap 0.156
[epoch 0 iteration 024]loss 1.519 | overlap 0.150
[epoch 0 iteration 025]loss 1.539 | overlap 0.159
[epoch 0 iteration 026]loss 1.499 | overlap 0.191
[epoch 0 iteration 027]loss 1.498 | overlap 0.150
[epoch 0 iteration 028]loss 1.579 | overlap 0.088
[epoch 0 iteration 029]loss 1.470 | overlap 0.175
[epoch 0 iteration 030]loss 1.483 | overlap 0.187
[epoch 0 iteration 031]loss 1.556 | overlap 0.122
[epoch 0 iteration 032]loss 1.504 | overlap 0.159
[epoch 0 iteration 033]loss 1.473 | overlap 0.197
[epoch 0 iteration 034]loss 1.499 | overlap 0.163
[epoch 0 iteration 035]loss 1.553 | overlap 0.109
[epoch 0 iteration 036]loss 1.503 | overlap 0.153
[epoch 0 iteration 037]loss 1.554 | overlap 0.119
[epoch 0 iteration 038]loss 1.549 | overlap 0.125
[epoch 0 iteration 039]loss 1.469 | overlap 0.197
[epoch 0 iteration 040]loss 1.517 | overlap 0.141
[epoch 0 iteration 041]loss 1.531 | overlap 0.144
[epoch 0 iteration 042]loss 1.519 | overlap 0.147
[epoch 0 iteration 043]loss 1.541 | overlap 0.141
[epoch 0 iteration 044]loss 1.565 | overlap 0.084
[epoch 0 iteration 045]loss 1.542 | overlap 0.156
[epoch 0 iteration 046]loss 1.514 | overlap 0.150
[epoch 0 iteration 047]loss 1.538 | overlap 0.156
[epoch 0 iteration 048]loss 1.504 | overlap 0.194
[epoch 0 iteration 049]loss 1.584 | overlap 0.084
[epoch 0 iteration 050]loss 1.500 | overlap 0.147
[epoch 0 iteration 051]loss 1.517 | overlap 0.159
[epoch 0 iteration 052]loss 1.544 | overlap 0.178
[epoch 0 iteration 053]loss 1.487 | overlap 0.234
[epoch 0 iteration 054]loss 1.560 | overlap 0.153
[epoch 0 iteration 055]loss 1.461 | overlap 0.241
[epoch 0 iteration 056]loss 1.470 | overlap 0.194
[epoch 0 iteration 057]loss 1.591 | overlap 0.103
[epoch 0 iteration 058]loss 1.549 | overlap 0.122
[epoch 0 iteration 059]loss 1.518 | overlap 0.194
[epoch 0 iteration 060]loss 1.545 | overlap 0.106
[epoch 0 iteration 061]loss 1.556 | overlap 0.103
[epoch 0 iteration 062]loss 1.507 | overlap 0.159
[epoch 0 iteration 063]loss 1.529 | overlap 0.125
[epoch 0 iteration 064]loss 1.573 | overlap 0.128
[epoch 0 iteration 065]loss 1.552 | overlap 0.097
[epoch 0 iteration 066]loss 1.533 | overlap 0.137
[epoch 0 iteration 067]loss 1.557 | overlap 0.147
[epoch 0 iteration 068]loss 1.596 | overlap 0.112
[epoch 0 iteration 069]loss 1.501 | overlap 0.172
[epoch 0 iteration 070]loss 1.518 | overlap 0.181
[epoch 0 iteration 071]loss 1.522 | overlap 0.131
[epoch 0 iteration 072]loss 1.542 | overlap 0.150
[epoch 0 iteration 073]loss 1.544 | overlap 0.125
[epoch 0 iteration 074]loss 1.464 | overlap 0.200
[epoch 0 iteration 075]loss 1.520 | overlap 0.147
[epoch 0 iteration 076]loss 1.541 | overlap 0.128
[epoch 0 iteration 077]loss 1.563 | overlap 0.119
[epoch 0 iteration 078]loss 1.583 | overlap 0.112
[epoch 0 iteration 079]loss 1.505 | overlap 0.156
[epoch 0 iteration 080]loss 1.469 | overlap 0.197
[epoch 0 iteration 081]loss 1.591 | overlap 0.094
[epoch 0 iteration 082]loss 1.512 | overlap 0.147
[epoch 0 iteration 083]loss 1.549 | overlap 0.153
[epoch 0 iteration 084]loss 1.500 | overlap 0.131
[epoch 0 iteration 085]loss 1.482 | overlap 0.212
[epoch 0 iteration 086]loss 1.547 | overlap 0.153
[epoch 0 iteration 087]loss 1.597 | overlap 0.100
[epoch 0 iteration 088]loss 1.558 | overlap 0.119
[epoch 0 iteration 089]loss 1.577 | overlap 0.109
[epoch 0 iteration 090]loss 1.495 | overlap 0.219
[epoch 0 iteration 091]loss 1.534 | overlap 0.131
[epoch 0 iteration 092]loss 1.591 | overlap 0.116
[epoch 0 iteration 093]loss 1.482 | overlap 0.159
[epoch 0 iteration 094]loss 1.541 | overlap 0.144
[epoch 0 iteration 095]loss 1.494 | overlap 0.203
[epoch 0 iteration 096]loss 1.562 | overlap 0.131
[epoch 0 iteration 097]loss 1.465 | overlap 0.212
[epoch 0 iteration 098]loss 1.520 | overlap 0.166
[epoch 0 iteration 099]loss 1.564 | overlap 0.137
[epoch 0]loss 1.535 | overlap 0.142 | forward time 0.375s | backward time 0.333s
[epoch 0]overlap: 0.122 - 0.066 - 0.050 - 0.059 - 0.097 - 0.078 - 0.084 - 0.075
