2019-05-03 18:06:34.608063 [epoch 0 iteration 0000]loss 2.503 | overlap 0.044
2019-05-03 18:06:34.875511 [epoch 0 iteration 0001]loss 2.034 | overlap 0.125
2019-05-03 18:06:35.175259 [epoch 0 iteration 0002]loss 2.244 | overlap 0.088
2019-05-03 18:06:35.438549 [epoch 0 iteration 0003]loss 2.241 | overlap 0.072
2019-05-03 18:06:35.700991 [epoch 0 iteration 0004]loss 2.313 | overlap 0.062
2019-05-03 18:06:35.969884 [epoch 0 iteration 0005]loss 1.902 | overlap 0.163
2019-05-03 18:06:36.233065 [epoch 0 iteration 0006]loss 1.993 | overlap 0.109
2019-05-03 18:06:36.498338 [epoch 0 iteration 0007]loss 2.150 | overlap 0.091
2019-05-03 18:06:36.764287 [epoch 0 iteration 0008]loss 2.375 | overlap 0.069
2019-05-03 18:06:37.022302 [epoch 0 iteration 0009]loss 2.193 | overlap 0.088
2019-05-03 18:06:37.285012 [epoch 0 iteration 0010]loss 2.159 | overlap 0.122
2019-05-03 18:06:37.541325 [epoch 0 iteration 0011]loss 2.356 | overlap 0.122
2019-05-03 18:06:37.821555 [epoch 0 iteration 0012]loss 1.927 | overlap 0.141
2019-05-03 18:06:38.085886 [epoch 0 iteration 0013]loss 2.001 | overlap 0.103
2019-05-03 18:06:38.356246 [epoch 0 iteration 0014]loss 2.186 | overlap 0.091
2019-05-03 18:06:38.619378 [epoch 0 iteration 0015]loss 2.120 | overlap 0.122
2019-05-03 18:06:38.888703 [epoch 0 iteration 0016]loss 2.177 | overlap 0.069
2019-05-03 18:06:39.152590 [epoch 0 iteration 0017]loss 2.110 | overlap 0.119
2019-05-03 18:06:39.406687 [epoch 0 iteration 0018]loss 2.119 | overlap 0.097
2019-05-03 18:06:39.670548 [epoch 0 iteration 0019]loss 2.059 | overlap 0.097
2019-05-03 18:06:39.923158 [epoch 0 iteration 0020]loss 1.858 | overlap 0.125
2019-05-03 18:06:40.193010 [epoch 0 iteration 0021]loss 1.833 | overlap 0.144
2019-05-03 18:06:40.453713 [epoch 0 iteration 0022]loss 1.659 | overlap 0.212
2019-05-03 18:06:40.754241 [epoch 0 iteration 0023]loss 1.759 | overlap 0.134
2019-05-03 18:06:41.017738 [epoch 0 iteration 0024]loss 1.958 | overlap 0.125
2019-05-03 18:06:41.287322 [epoch 0 iteration 0025]loss 1.807 | overlap 0.156
2019-05-03 18:06:41.547075 [epoch 0 iteration 0026]loss 1.970 | overlap 0.137
2019-05-03 18:06:41.808412 [epoch 0 iteration 0027]loss 1.892 | overlap 0.103
2019-05-03 18:06:42.073705 [epoch 0 iteration 0028]loss 1.773 | overlap 0.141
2019-05-03 18:06:42.333310 [epoch 0 iteration 0029]loss 1.799 | overlap 0.100
2019-05-03 18:06:42.604714 [epoch 0 iteration 0030]loss 1.900 | overlap 0.112
2019-05-03 18:06:42.870593 [epoch 0 iteration 0031]loss 1.838 | overlap 0.112
2019-05-03 18:06:43.144478 [epoch 0 iteration 0032]loss 1.798 | overlap 0.147
2019-05-03 18:06:43.403975 [epoch 0 iteration 0033]loss 1.792 | overlap 0.081
2019-05-03 18:06:43.670769 [epoch 0 iteration 0034]loss 1.842 | overlap 0.112
2019-05-03 18:06:43.936140 [epoch 0 iteration 0035]loss 1.805 | overlap 0.088
