2019-05-04 14:15:11.932398 [epoch 0 iteration 0000]loss 1.741 | overlap 0.112
2019-05-04 14:15:12.409031 [epoch 0 iteration 0001]loss 1.708 | overlap 0.128
2019-05-04 14:15:12.941424 [epoch 0 iteration 0002]loss 1.748 | overlap 0.128
2019-05-04 14:15:13.412971 [epoch 0 iteration 0003]loss 1.774 | overlap 0.097
2019-05-04 14:15:13.889057 [epoch 0 iteration 0004]loss 1.749 | overlap 0.106
2019-05-04 14:15:14.356886 [epoch 0 iteration 0005]loss 1.743 | overlap 0.100
2019-05-04 14:15:14.820778 [epoch 0 iteration 0006]loss 1.731 | overlap 0.094
2019-05-04 14:15:15.311967 [epoch 0 iteration 0007]loss 1.715 | overlap 0.137
2019-05-04 14:15:15.780322 [epoch 0 iteration 0008]loss 1.682 | overlap 0.078
2019-05-04 14:15:16.243186 [epoch 0 iteration 0009]loss 1.738 | overlap 0.128
2019-05-04 14:15:16.713395 [epoch 0 iteration 0010]loss 1.682 | overlap 0.109
2019-05-04 14:15:17.198747 [epoch 0 iteration 0011]loss 1.607 | overlap 0.144
2019-05-04 14:15:17.673187 [epoch 0 iteration 0012]loss 1.672 | overlap 0.116
2019-05-04 14:15:18.152484 [epoch 0 iteration 0013]loss 1.669 | overlap 0.091
2019-05-04 14:15:18.622818 [epoch 0 iteration 0014]loss 1.599 | overlap 0.144
2019-05-04 14:15:19.095958 [epoch 0 iteration 0015]loss 1.691 | overlap 0.081
2019-05-04 14:15:19.555533 [epoch 0 iteration 0016]loss 1.652 | overlap 0.125
2019-05-04 14:15:20.025606 [epoch 0 iteration 0017]loss 1.658 | overlap 0.119
2019-05-04 14:15:20.506050 [epoch 0 iteration 0018]loss 1.545 | overlap 0.178
2019-05-04 14:15:20.982730 [epoch 0 iteration 0019]loss 1.722 | overlap 0.091
2019-05-04 14:15:21.456136 [epoch 0 iteration 0020]loss 1.584 | overlap 0.131
2019-05-04 14:15:21.952059 [epoch 0 iteration 0021]loss 1.693 | overlap 0.097
2019-05-04 14:15:22.431043 [epoch 0 iteration 0022]loss 1.635 | overlap 0.112
2019-05-04 14:15:22.977538 [epoch 0 iteration 0023]loss 1.563 | overlap 0.122
2019-05-04 14:15:23.457191 [epoch 0 iteration 0024]loss 1.665 | overlap 0.091
2019-05-04 14:15:23.928784 [epoch 0 iteration 0025]loss 1.660 | overlap 0.116
2019-05-04 14:15:24.397473 [epoch 0 iteration 0026]loss 1.645 | overlap 0.137
2019-05-04 14:15:24.893931 [epoch 0 iteration 0027]loss 1.690 | overlap 0.084
2019-05-04 14:15:25.372445 [epoch 0 iteration 0028]loss 1.627 | overlap 0.125
2019-05-04 14:15:25.854683 [epoch 0 iteration 0029]loss 1.686 | overlap 0.134
2019-05-04 14:15:26.333704 [epoch 0 iteration 0030]loss 1.633 | overlap 0.075
2019-05-04 14:15:26.815599 [epoch 0 iteration 0031]loss 1.692 | overlap 0.075
2019-05-04 14:15:27.281043 [epoch 0 iteration 0032]loss 1.725 | overlap 0.088
2019-05-04 14:15:27.751965 [epoch 0 iteration 0033]loss 1.635 | overlap 0.078
2019-05-04 14:15:28.222451 [epoch 0 iteration 0034]loss 1.678 | overlap 0.125
2019-05-04 14:15:28.684765 [epoch 0 iteration 0035]loss 1.757 | overlap 0.069
