2019-04-28 17:06:17.338522 [epoch 0 iteration 0000]loss 1.592 | overlap 0.106
2019-04-28 17:06:17.845890 [epoch 0 iteration 0001]loss 1.595 | overlap 0.072
2019-04-28 17:06:18.302830 [epoch 0 iteration 0002]loss 1.587 | overlap 0.066
2019-04-28 17:06:18.784021 [epoch 0 iteration 0003]loss 1.585 | overlap 0.069
2019-04-28 17:06:19.231204 [epoch 0 iteration 0004]loss 1.573 | overlap 0.103
2019-04-28 17:06:19.691381 [epoch 0 iteration 0005]loss 1.582 | overlap 0.097
2019-04-28 17:06:20.164860 [epoch 0 iteration 0006]loss 1.571 | overlap 0.081
2019-04-28 17:06:20.631564 [epoch 0 iteration 0007]loss 1.563 | overlap 0.144
2019-04-28 17:06:21.092142 [epoch 0 iteration 0008]loss 1.566 | overlap 0.103
2019-04-28 17:06:21.561418 [epoch 0 iteration 0009]loss 1.586 | overlap 0.094
2019-04-28 17:06:22.007716 [epoch 0 iteration 0010]loss 1.596 | overlap 0.028
2019-04-28 17:06:22.476804 [epoch 0 iteration 0011]loss 1.579 | overlap 0.106
2019-04-28 17:06:22.953700 [epoch 0 iteration 0012]loss 1.590 | overlap 0.116
2019-04-28 17:06:23.409536 [epoch 0 iteration 0013]loss 1.581 | overlap 0.131
2019-04-28 17:06:23.878119 [epoch 0 iteration 0014]loss 1.570 | overlap 0.100
2019-04-28 17:06:24.328195 [epoch 0 iteration 0015]loss 1.579 | overlap 0.091
2019-04-28 17:06:24.800316 [epoch 0 iteration 0016]loss 1.585 | overlap 0.137
2019-04-28 17:06:25.267946 [epoch 0 iteration 0017]loss 1.570 | overlap 0.125
2019-04-28 17:06:25.737232 [epoch 0 iteration 0018]loss 1.572 | overlap 0.144
2019-04-28 17:06:26.187600 [epoch 0 iteration 0019]loss 1.585 | overlap 0.081
2019-04-28 17:06:26.648462 [epoch 0 iteration 0020]loss 1.547 | overlap 0.131
2019-04-28 17:06:27.108526 [epoch 0 iteration 0021]loss 1.577 | overlap 0.103
2019-04-28 17:06:27.571139 [epoch 0 iteration 0022]loss 1.583 | overlap 0.066
2019-04-28 17:06:28.066914 [epoch 0 iteration 0023]loss 1.587 | overlap 0.094
2019-04-28 17:06:28.546501 [epoch 0 iteration 0024]loss 1.541 | overlap 0.144
2019-04-28 17:06:29.004174 [epoch 0 iteration 0025]loss 1.588 | overlap 0.100
2019-04-28 17:06:29.457479 [epoch 0 iteration 0026]loss 1.573 | overlap 0.100
2019-04-28 17:06:29.925737 [epoch 0 iteration 0027]loss 1.597 | overlap 0.084
2019-04-28 17:06:30.390213 [epoch 0 iteration 0028]loss 1.586 | overlap 0.141
2019-04-28 17:06:30.854334 [epoch 0 iteration 0029]loss 1.550 | overlap 0.147
2019-04-28 17:06:31.321163 [epoch 0 iteration 0030]loss 1.581 | overlap 0.066
2019-04-28 17:06:31.790982 [epoch 0 iteration 0031]loss 1.599 | overlap 0.097
2019-04-28 17:06:32.262570 [epoch 0 iteration 0032]loss 1.558 | overlap 0.078
2019-04-28 17:06:32.720306 [epoch 0 iteration 0033]loss 1.533 | overlap 0.159
2019-04-28 17:06:33.186313 [epoch 0 iteration 0034]loss 1.546 | overlap 0.137
2019-04-28 17:06:33.654265 [epoch 0 iteration 0035]loss 1.600 | overlap 0.069
2019-04-28 17:06:34.116543 [epoch 0 iteration 0036]loss 1.577 | overlap 0.125
2019-04-28 17:06:34.575314 [epoch 0 iteration 0037]loss 1.597 | overlap 0.066
2019-04-28 17:06:35.038107 [epoch 0 iteration 0038]loss 1.580 | overlap 0.088
2019-04-28 17:06:35.504424 [epoch 0 iteration 0039]loss 1.560 | overlap 0.112
2019-04-28 17:06:35.973696 [epoch 0 iteration 0040]loss 1.526 | overlap 0.191
2019-04-28 17:06:36.430869 [epoch 0 iteration 0041]loss 1.556 | overlap 0.122
2019-04-28 17:06:36.884764 [epoch 0 iteration 0042]loss 1.572 | overlap 0.100
2019-04-28 17:06:37.352155 [epoch 0 iteration 0043]loss 1.554 | overlap 0.137
2019-04-28 17:06:37.816715 [epoch 0 iteration 0044]loss 1.532 | overlap 0.159
2019-04-28 17:06:38.330892 [epoch 0 iteration 0045]loss 1.556 | overlap 0.112
2019-04-28 17:06:38.794982 [epoch 0 iteration 0046]loss 1.569 | overlap 0.134
2019-04-28 17:06:39.254385 [epoch 0 iteration 0047]loss 1.547 | overlap 0.134
2019-04-28 17:06:39.721529 [epoch 0 iteration 0048]loss 1.578 | overlap 0.125
2019-04-28 17:06:40.170485 [epoch 0 iteration 0049]loss 1.576 | overlap 0.088
2019-04-28 17:06:40.632131 [epoch 0 iteration 0050]loss 1.529 | overlap 0.141
2019-04-28 17:06:41.097383 [epoch 0 iteration 0051]loss 1.568 | overlap 0.119
2019-04-28 17:06:41.562695 [epoch 0 iteration 0052]loss 1.567 | overlap 0.125
2019-04-28 17:06:42.035721 [epoch 0 iteration 0053]loss 1.557 | overlap 0.150
2019-04-28 17:06:42.501423 [epoch 0 iteration 0054]loss 1.590 | overlap 0.097
2019-04-28 17:06:42.962666 [epoch 0 iteration 0055]loss 1.537 | overlap 0.166
2019-04-28 17:06:43.427925 [epoch 0 iteration 0056]loss 1.578 | overlap 0.106
2019-04-28 17:06:43.891195 [epoch 0 iteration 0057]loss 1.551 | overlap 0.131
2019-04-28 17:06:44.353056 [epoch 0 iteration 0058]loss 1.553 | overlap 0.106
2019-04-28 17:06:44.826958 [epoch 0 iteration 0059]loss 1.591 | overlap 0.088
2019-04-28 17:06:45.287673 [epoch 0 iteration 0060]loss 1.561 | overlap 0.134
2019-04-28 17:06:45.748955 [epoch 0 iteration 0061]loss 1.600 | overlap 0.069
2019-04-28 17:06:46.209708 [epoch 0 iteration 0062]loss 1.540 | overlap 0.147
2019-04-28 17:06:46.673736 [epoch 0 iteration 0063]loss 1.586 | overlap 0.112
2019-04-28 17:06:47.138620 [epoch 0 iteration 0064]loss 1.528 | overlap 0.150
2019-04-28 17:06:47.601038 [epoch 0 iteration 0065]loss 1.534 | overlap 0.116
2019-04-28 17:06:48.066665 [epoch 0 iteration 0066]loss 1.577 | overlap 0.078
2019-04-28 17:06:48.530523 [epoch 0 iteration 0067]loss 1.563 | overlap 0.100
2019-04-28 17:06:49.031105 [epoch 0 iteration 0068]loss 1.543 | overlap 0.125
2019-04-28 17:06:49.485948 [epoch 0 iteration 0069]loss 1.586 | overlap 0.072
2019-04-28 17:06:49.947150 [epoch 0 iteration 0070]loss 1.568 | overlap 0.119
2019-04-28 17:06:50.420879 [epoch 0 iteration 0071]loss 1.551 | overlap 0.153
2019-04-28 17:06:50.884102 [epoch 0 iteration 0072]loss 1.542 | overlap 0.100
2019-04-28 17:06:51.344750 [epoch 0 iteration 0073]loss 1.527 | overlap 0.163
2019-04-28 17:06:51.823103 [epoch 0 iteration 0074]loss 1.605 | overlap 0.097
2019-04-28 17:06:52.296677 [epoch 0 iteration 0075]loss 1.568 | overlap 0.116
2019-04-28 17:06:52.759762 [epoch 0 iteration 0076]loss 1.525 | overlap 0.141
2019-04-28 17:06:53.208707 [epoch 0 iteration 0077]loss 1.589 | overlap 0.100
2019-04-28 17:06:53.656840 [epoch 0 iteration 0078]loss 1.552 | overlap 0.091
2019-04-28 17:06:54.122541 [epoch 0 iteration 0079]loss 1.602 | overlap 0.094
2019-04-28 17:06:54.589097 [epoch 0 iteration 0080]loss 1.516 | overlap 0.184
2019-04-28 17:06:55.055601 [epoch 0 iteration 0081]loss 1.554 | overlap 0.100
2019-04-28 17:06:55.509434 [epoch 0 iteration 0082]loss 1.556 | overlap 0.131
2019-04-28 17:06:55.968834 [epoch 0 iteration 0083]loss 1.571 | overlap 0.109
2019-04-28 17:06:56.440770 [epoch 0 iteration 0084]loss 1.545 | overlap 0.125
2019-04-28 17:06:56.910366 [epoch 0 iteration 0085]loss 1.580 | overlap 0.122
2019-04-28 17:06:57.370169 [epoch 0 iteration 0086]loss 1.563 | overlap 0.141
2019-04-28 17:06:57.836092 [epoch 0 iteration 0087]loss 1.535 | overlap 0.141
2019-04-28 17:06:58.288204 [epoch 0 iteration 0088]loss 1.493 | overlap 0.197
2019-04-28 17:06:58.767233 [epoch 0 iteration 0089]loss 1.550 | overlap 0.147
2019-04-28 17:06:59.266662 [epoch 0 iteration 0090]loss 1.548 | overlap 0.125
2019-04-28 17:06:59.738784 [epoch 0 iteration 0091]loss 1.556 | overlap 0.131
2019-04-28 17:07:00.204059 [epoch 0 iteration 0092]loss 1.598 | overlap 0.072
2019-04-28 17:07:00.657422 [epoch 0 iteration 0093]loss 1.520 | overlap 0.166
2019-04-28 17:07:01.139138 [epoch 0 iteration 0094]loss 1.541 | overlap 0.159
2019-04-28 17:07:01.593157 [epoch 0 iteration 0095]loss 1.537 | overlap 0.150
2019-04-28 17:07:02.062224 [epoch 0 iteration 0096]loss 1.571 | overlap 0.119
2019-04-28 17:07:02.523354 [epoch 0 iteration 0097]loss 1.557 | overlap 0.103
2019-04-28 17:07:02.976443 [epoch 0 iteration 0098]loss 1.536 | overlap 0.116
2019-04-28 17:07:03.431599 [epoch 0 iteration 0099]loss 1.544 | overlap 0.147
=================== interval 99 | loss 1.565 | overlap 0.116 ===================
2019-04-28 17:07:03.891817 [epoch 0 iteration 0100]loss 1.548 | overlap 0.159
2019-04-28 17:07:04.360527 [epoch 0 iteration 0101]loss 1.537 | overlap 0.153
2019-04-28 17:07:04.828318 [epoch 0 iteration 0102]loss 1.555 | overlap 0.097
2019-04-28 17:07:05.290780 [epoch 0 iteration 0103]loss 1.552 | overlap 0.119
2019-04-28 17:07:05.755541 [epoch 0 iteration 0104]loss 1.510 | overlap 0.191
2019-04-28 17:07:06.202717 [epoch 0 iteration 0105]loss 1.518 | overlap 0.175
2019-04-28 17:07:06.654089 [epoch 0 iteration 0106]loss 1.570 | overlap 0.091
2019-04-28 17:07:07.120406 [epoch 0 iteration 0107]loss 1.552 | overlap 0.128
2019-04-28 17:07:07.586845 [epoch 0 iteration 0108]loss 1.567 | overlap 0.106
2019-04-28 17:07:08.052574 [epoch 0 iteration 0109]loss 1.574 | overlap 0.103
2019-04-28 17:07:08.519247 [epoch 0 iteration 0110]loss 1.527 | overlap 0.147
2019-04-28 17:07:08.983268 [epoch 0 iteration 0111]loss 1.579 | overlap 0.128
2019-04-28 17:07:09.455282 [epoch 0 iteration 0112]loss 1.494 | overlap 0.163
2019-04-28 17:07:09.953457 [epoch 0 iteration 0113]loss 1.555 | overlap 0.141
2019-04-28 17:07:10.412913 [epoch 0 iteration 0114]loss 1.506 | overlap 0.175
2019-04-28 17:07:10.881352 [epoch 0 iteration 0115]loss 1.543 | overlap 0.153
2019-04-28 17:07:11.349468 [epoch 0 iteration 0116]loss 1.576 | overlap 0.084
2019-04-28 17:07:11.822427 [epoch 0 iteration 0117]loss 1.513 | overlap 0.175
2019-04-28 17:07:12.281621 [epoch 0 iteration 0118]loss 1.507 | overlap 0.166
2019-04-28 17:07:12.754013 [epoch 0 iteration 0119]loss 1.507 | overlap 0.169
2019-04-28 17:07:13.221107 [epoch 0 iteration 0120]loss 1.529 | overlap 0.134
2019-04-28 17:07:13.698998 [epoch 0 iteration 0121]loss 1.612 | overlap 0.066
2019-04-28 17:07:14.161690 [epoch 0 iteration 0122]loss 1.591 | overlap 0.062
2019-04-28 17:07:14.625591 [epoch 0 iteration 0123]loss 1.552 | overlap 0.097
2019-04-28 17:07:15.088607 [epoch 0 iteration 0124]loss 1.604 | overlap 0.084
2019-04-28 17:07:15.546345 [epoch 0 iteration 0125]loss 1.547 | overlap 0.122
2019-04-28 17:07:16.001843 [epoch 0 iteration 0126]loss 1.561 | overlap 0.119
2019-04-28 17:07:16.469939 [epoch 0 iteration 0127]loss 1.574 | overlap 0.119
2019-04-28 17:07:16.933238 [epoch 0 iteration 0128]loss 1.554 | overlap 0.091
2019-04-28 17:07:17.382313 [epoch 0 iteration 0129]loss 1.536 | overlap 0.128
2019-04-28 17:07:17.835603 [epoch 0 iteration 0130]loss 1.524 | overlap 0.184
2019-04-28 17:07:18.301572 [epoch 0 iteration 0131]loss 1.570 | overlap 0.134
2019-04-28 17:07:18.767774 [epoch 0 iteration 0132]loss 1.568 | overlap 0.091
2019-04-28 17:07:19.233160 [epoch 0 iteration 0133]loss 1.535 | overlap 0.116
2019-04-28 17:07:19.694047 [epoch 0 iteration 0134]loss 1.550 | overlap 0.119
2019-04-28 17:07:20.143313 [epoch 0 iteration 0135]loss 1.552 | overlap 0.150
2019-04-28 17:07:20.656061 [epoch 0 iteration 0136]loss 1.594 | overlap 0.081
2019-04-28 17:07:21.118999 [epoch 0 iteration 0137]loss 1.516 | overlap 0.131
