2019-04-22 11:49:47.111807 [epoch 0 iteration 0000]loss 4.676 | overlap 0.141
2019-04-22 11:49:47.953565 [epoch 0 iteration 0001]loss 4.335 | overlap 0.128
2019-04-22 11:49:48.746714 [epoch 0 iteration 0002]loss 4.157 | overlap 0.084
2019-04-22 11:49:49.565184 [epoch 0 iteration 0003]loss 4.386 | overlap 0.128
2019-04-22 11:49:50.393043 [epoch 0 iteration 0004]loss 4.229 | overlap 0.128
2019-04-22 11:49:51.191322 [epoch 0 iteration 0005]loss 4.387 | overlap 0.072
2019-04-22 11:49:52.002952 [epoch 0 iteration 0006]loss 4.132 | overlap 0.112
2019-04-22 11:49:52.801406 [epoch 0 iteration 0007]loss 4.148 | overlap 0.091
2019-04-22 11:49:53.564945 [epoch 0 iteration 0008]loss 3.529 | overlap 0.119
2019-04-22 11:49:54.338606 [epoch 0 iteration 0009]loss 2.997 | overlap 0.088
2019-04-22 11:49:55.168195 [epoch 0 iteration 0010]loss 3.229 | overlap 0.134
2019-04-22 11:49:55.976215 [epoch 0 iteration 0011]loss 3.029 | overlap 0.097
2019-04-22 11:49:56.807690 [epoch 0 iteration 0012]loss 3.503 | overlap 0.069
2019-04-22 11:49:57.628656 [epoch 0 iteration 0013]loss 2.743 | overlap 0.116
2019-04-22 11:49:58.416908 [epoch 0 iteration 0014]loss 2.648 | overlap 0.131
2019-04-22 11:49:59.221123 [epoch 0 iteration 0015]loss 2.759 | overlap 0.088
2019-04-22 11:50:00.046289 [epoch 0 iteration 0016]loss 2.863 | overlap 0.109
2019-04-22 11:50:00.828838 [epoch 0 iteration 0017]loss 2.713 | overlap 0.116
2019-04-22 11:50:01.628070 [epoch 0 iteration 0018]loss 3.004 | overlap 0.072
2019-04-22 11:50:02.429081 [epoch 0 iteration 0019]loss 2.269 | overlap 0.125
2019-04-22 11:50:03.212243 [epoch 0 iteration 0020]loss 2.738 | overlap 0.059
2019-04-22 11:50:04.013904 [epoch 0 iteration 0021]loss 2.560 | overlap 0.103
2019-04-22 11:50:04.797384 [epoch 0 iteration 0022]loss 2.412 | overlap 0.106
2019-04-22 11:50:05.592709 [epoch 0 iteration 0023]loss 2.509 | overlap 0.122
2019-04-22 11:50:06.371304 [epoch 0 iteration 0024]loss 2.276 | overlap 0.212
2019-04-22 11:50:07.184779 [epoch 0 iteration 0025]loss 2.203 | overlap 0.091
2019-04-22 11:50:07.977978 [epoch 0 iteration 0026]loss 2.335 | overlap 0.088
2019-04-22 11:50:08.749363 [epoch 0 iteration 0027]loss 2.395 | overlap 0.075
2019-04-22 11:50:09.527077 [epoch 0 iteration 0028]loss 2.189 | overlap 0.100
2019-04-22 11:50:10.308314 [epoch 0 iteration 0029]loss 2.124 | overlap 0.075
2019-04-22 11:50:11.054627 [epoch 0 iteration 0030]loss 2.103 | overlap 0.097
2019-04-22 11:50:11.814049 [epoch 0 iteration 0031]loss 2.127 | overlap 0.122
2019-04-22 11:50:12.573882 [epoch 0 iteration 0032]loss 2.140 | overlap 0.084
2019-04-22 11:50:13.362045 [epoch 0 iteration 0033]loss 2.049 | overlap 0.081
2019-04-22 11:50:14.165170 [epoch 0 iteration 0034]loss 2.111 | overlap 0.097
2019-04-22 11:50:14.956675 [epoch 0 iteration 0035]loss 1.977 | overlap 0.103
2019-04-22 11:50:15.729482 [epoch 0 iteration 0036]loss 1.879 | overlap 0.134
2019-04-22 11:50:16.507433 [epoch 0 iteration 0037]loss 2.016 | overlap 0.056
2019-04-22 11:50:17.295848 [epoch 0 iteration 0038]loss 1.991 | overlap 0.106
2019-04-22 11:50:18.068899 [epoch 0 iteration 0039]loss 1.908 | overlap 0.081
2019-04-22 11:50:18.873646 [epoch 0 iteration 0040]loss 2.062 | overlap 0.091
2019-04-22 11:50:19.674577 [epoch 0 iteration 0041]loss 2.037 | overlap 0.097
2019-04-22 11:50:20.458974 [epoch 0 iteration 0042]loss 1.945 | overlap 0.088
2019-04-22 11:50:21.257649 [epoch 0 iteration 0043]loss 1.862 | overlap 0.075
2019-04-22 11:50:22.028858 [epoch 0 iteration 0044]loss 1.793 | overlap 0.109
2019-04-22 11:50:22.826578 [epoch 0 iteration 0045]loss 1.815 | overlap 0.109
2019-04-22 11:50:23.622739 [epoch 0 iteration 0046]loss 1.869 | overlap 0.106
