2019-04-22 13:18:33.288267 [epoch 0 iteration 0000]loss 4.028 | overlap 0.059
2019-04-22 13:18:33.514825 [epoch 0 iteration 0001]loss 3.544 | overlap 0.078
2019-04-22 13:18:33.776679 [epoch 0 iteration 0002]loss 3.271 | overlap 0.056
2019-04-22 13:18:34.009261 [epoch 0 iteration 0003]loss 3.004 | overlap 0.044
2019-04-22 13:18:34.235427 [epoch 0 iteration 0004]loss 2.910 | overlap 0.053
2019-04-22 13:18:34.462087 [epoch 0 iteration 0005]loss 2.375 | overlap 0.094
2019-04-22 13:18:34.688800 [epoch 0 iteration 0006]loss 2.509 | overlap 0.075
2019-04-22 13:18:34.916815 [epoch 0 iteration 0007]loss 2.438 | overlap 0.075
2019-04-22 13:18:35.142237 [epoch 0 iteration 0008]loss 2.564 | overlap 0.081
2019-04-22 13:18:35.368562 [epoch 0 iteration 0009]loss 2.277 | overlap 0.041
2019-04-22 13:18:35.597246 [epoch 0 iteration 0010]loss 2.397 | overlap 0.062
2019-04-22 13:18:35.822500 [epoch 0 iteration 0011]loss 2.285 | overlap 0.116
2019-04-22 13:18:36.049581 [epoch 0 iteration 0012]loss 2.169 | overlap 0.066
2019-04-22 13:18:36.279128 [epoch 0 iteration 0013]loss 2.534 | overlap 0.053
2019-04-22 13:18:36.507011 [epoch 0 iteration 0014]loss 2.164 | overlap 0.084
2019-04-22 13:18:36.732089 [epoch 0 iteration 0015]loss 2.062 | overlap 0.075
2019-04-22 13:18:36.955896 [epoch 0 iteration 0016]loss 1.919 | overlap 0.072
2019-04-22 13:18:37.179829 [epoch 0 iteration 0017]loss 1.969 | overlap 0.062
2019-04-22 13:18:37.403978 [epoch 0 iteration 0018]loss 2.138 | overlap 0.075
2019-04-22 13:18:37.629618 [epoch 0 iteration 0019]loss 2.035 | overlap 0.050
2019-04-22 13:18:37.853260 [epoch 0 iteration 0020]loss 1.862 | overlap 0.084
2019-04-22 13:18:38.077260 [epoch 0 iteration 0021]loss 1.898 | overlap 0.081
2019-04-22 13:18:38.329134 [epoch 0 iteration 0022]loss 1.929 | overlap 0.050
2019-04-22 13:18:38.554149 [epoch 0 iteration 0023]loss 1.794 | overlap 0.047
2019-04-22 13:18:38.780188 [epoch 0 iteration 0024]loss 1.851 | overlap 0.078
2019-04-22 13:18:39.007039 [epoch 0 iteration 0025]loss 2.003 | overlap 0.088
2019-04-22 13:18:39.228797 [epoch 0 iteration 0026]loss 1.771 | overlap 0.069
2019-04-22 13:18:39.447581 [epoch 0 iteration 0027]loss 1.869 | overlap 0.069
2019-04-22 13:18:39.683850 [epoch 0 iteration 0028]loss 1.822 | overlap 0.062
2019-04-22 13:18:39.910384 [epoch 0 iteration 0029]loss 1.950 | overlap 0.062
2019-04-22 13:18:40.136955 [epoch 0 iteration 0030]loss 1.910 | overlap 0.125
2019-04-22 13:18:40.361120 [epoch 0 iteration 0031]loss 1.829 | overlap 0.094
2019-04-22 13:18:40.588175 [epoch 0 iteration 0032]loss 1.744 | overlap 0.091
2019-04-22 13:18:40.811620 [epoch 0 iteration 0033]loss 1.720 | overlap 0.094
2019-04-22 13:18:41.036430 [epoch 0 iteration 0034]loss 1.883 | overlap 0.069
2019-04-22 13:18:41.262298 [epoch 0 iteration 0035]loss 1.750 | overlap 0.084
2019-04-22 13:18:41.484333 [epoch 0 iteration 0036]loss 2.152 | overlap 0.072
2019-04-22 13:18:41.708994 [epoch 0 iteration 0037]loss 1.824 | overlap 0.066
2019-04-22 13:18:41.934974 [epoch 0 iteration 0038]loss 1.758 | overlap 0.128
2019-04-22 13:18:42.161915 [epoch 0 iteration 0039]loss 1.925 | overlap 0.106
2019-04-22 13:18:42.385642 [epoch 0 iteration 0040]loss 1.790 | overlap 0.062
2019-04-22 13:18:42.610031 [epoch 0 iteration 0041]loss 1.864 | overlap 0.097
2019-04-22 13:18:42.834682 [epoch 0 iteration 0042]loss 1.927 | overlap 0.091
2019-04-22 13:18:43.059936 [epoch 0 iteration 0043]loss 1.767 | overlap 0.084
2019-04-22 13:18:43.282202 [epoch 0 iteration 0044]loss 1.798 | overlap 0.053
2019-04-22 13:18:43.533176 [epoch 0 iteration 0045]loss 1.780 | overlap 0.069
2019-04-22 13:18:43.757846 [epoch 0 iteration 0046]loss 1.708 | overlap 0.084
2019-04-22 13:18:43.981936 [epoch 0 iteration 0047]loss 1.793 | overlap 0.062
2019-04-22 13:18:44.205929 [epoch 0 iteration 0048]loss 1.681 | overlap 0.069
2019-04-22 13:18:44.431484 [epoch 0 iteration 0049]loss 1.780 | overlap 0.078
2019-04-22 13:18:44.657946 [epoch 0 iteration 0050]loss 1.741 | overlap 0.103
2019-04-22 13:18:44.882892 [epoch 0 iteration 0051]loss 1.754 | overlap 0.072
2019-04-22 13:18:45.106477 [epoch 0 iteration 0052]loss 1.770 | overlap 0.084
2019-04-22 13:18:45.336038 [epoch 0 iteration 0053]loss 1.744 | overlap 0.059
2019-04-22 13:18:45.557082 [epoch 0 iteration 0054]loss 1.640 | overlap 0.084
2019-04-22 13:18:45.781533 [epoch 0 iteration 0055]loss 1.738 | overlap 0.066
2019-04-22 13:18:46.010984 [epoch 0 iteration 0056]loss 2.025 | overlap 0.075
2019-04-22 13:18:46.235225 [epoch 0 iteration 0057]loss 2.093 | overlap 0.059
2019-04-22 13:18:46.467186 [epoch 0 iteration 0058]loss 1.814 | overlap 0.109
2019-04-22 13:18:46.695447 [epoch 0 iteration 0059]loss 1.737 | overlap 0.050
2019-04-22 13:18:46.919804 [epoch 0 iteration 0060]loss 1.619 | overlap 0.062
2019-04-22 13:18:47.142816 [epoch 0 iteration 0061]loss 1.696 | overlap 0.069
2019-04-22 13:18:47.368951 [epoch 0 iteration 0062]loss 1.665 | overlap 0.081
2019-04-22 13:18:47.595964 [epoch 0 iteration 0063]loss 1.730 | overlap 0.088
2019-04-22 13:18:47.821206 [epoch 0 iteration 0064]loss 1.665 | overlap 0.075
2019-04-22 13:18:48.044528 [epoch 0 iteration 0065]loss 1.709 | overlap 0.069
2019-04-22 13:18:48.297233 [epoch 0 iteration 0066]loss 1.677 | overlap 0.103
