2019-04-20 23:59:04.563142 [epoch 0 iteration 0000]loss 5.564 | overlap 0.078
2019-04-20 23:59:05.450149 [epoch 0 iteration 0001]loss 4.877 | overlap 0.078
2019-04-20 23:59:06.309520 [epoch 0 iteration 0002]loss 3.410 | overlap 0.053
2019-04-20 23:59:07.157237 [epoch 0 iteration 0003]loss 2.928 | overlap 0.084
2019-04-20 23:59:08.008485 [epoch 0 iteration 0004]loss 3.266 | overlap 0.059
2019-04-20 23:59:08.859682 [epoch 0 iteration 0005]loss 3.799 | overlap 0.056
2019-04-20 23:59:09.708444 [epoch 0 iteration 0006]loss 3.108 | overlap 0.097
2019-04-20 23:59:10.554164 [epoch 0 iteration 0007]loss 3.867 | overlap 0.072
2019-04-20 23:59:11.400258 [epoch 0 iteration 0008]loss 2.675 | overlap 0.056
2019-04-20 23:59:12.245931 [epoch 0 iteration 0009]loss 3.352 | overlap 0.081
2019-04-20 23:59:13.080863 [epoch 0 iteration 0010]loss 2.222 | overlap 0.069
2019-04-20 23:59:13.919332 [epoch 0 iteration 0011]loss 2.305 | overlap 0.072
2019-04-20 23:59:14.752306 [epoch 0 iteration 0012]loss 2.790 | overlap 0.072
2019-04-20 23:59:15.586974 [epoch 0 iteration 0013]loss 2.326 | overlap 0.069
2019-04-20 23:59:16.422636 [epoch 0 iteration 0014]loss 2.312 | overlap 0.066
2019-04-20 23:59:17.274675 [epoch 0 iteration 0015]loss 2.262 | overlap 0.062
2019-04-20 23:59:18.098605 [epoch 0 iteration 0016]loss 2.549 | overlap 0.088
2019-04-20 23:59:18.910755 [epoch 0 iteration 0017]loss 2.452 | overlap 0.094
2019-04-20 23:59:19.729676 [epoch 0 iteration 0018]loss 2.380 | overlap 0.062
2019-04-20 23:59:20.565304 [epoch 0 iteration 0019]loss 2.263 | overlap 0.084
2019-04-20 23:59:21.389445 [epoch 0 iteration 0020]loss 2.179 | overlap 0.053
2019-04-20 23:59:22.243363 [epoch 0 iteration 0021]loss 2.180 | overlap 0.050
