2019-04-20 23:57:50.818020 [epoch 0 iteration 0000]loss 4.781 | overlap 0.062
2019-04-20 23:57:51.681899 [epoch 0 iteration 0001]loss 3.769 | overlap 0.059
2019-04-20 23:57:52.495903 [epoch 0 iteration 0002]loss 2.656 | overlap 0.106
2019-04-20 23:57:53.317737 [epoch 0 iteration 0003]loss 2.837 | overlap 0.088
2019-04-20 23:57:54.120057 [epoch 0 iteration 0004]loss 2.659 | overlap 0.103
2019-04-20 23:57:54.930589 [epoch 0 iteration 0005]loss 2.816 | overlap 0.069
2019-04-20 23:57:55.724334 [epoch 0 iteration 0006]loss 2.216 | overlap 0.062
2019-04-20 23:57:56.536852 [epoch 0 iteration 0007]loss 2.699 | overlap 0.044
2019-04-20 23:57:57.346218 [epoch 0 iteration 0008]loss 2.183 | overlap 0.081
2019-04-20 23:57:58.151235 [epoch 0 iteration 0009]loss 2.019 | overlap 0.066
2019-04-20 23:57:58.956262 [epoch 0 iteration 0010]loss 2.564 | overlap 0.062
2019-04-20 23:57:59.752342 [epoch 0 iteration 0011]loss 2.293 | overlap 0.059
2019-04-20 23:58:00.556533 [epoch 0 iteration 0012]loss 2.216 | overlap 0.109
2019-04-20 23:58:01.359931 [epoch 0 iteration 0013]loss 2.219 | overlap 0.091
2019-04-20 23:58:02.147414 [epoch 0 iteration 0014]loss 2.506 | overlap 0.059
2019-04-20 23:58:02.941286 [epoch 0 iteration 0015]loss 3.036 | overlap 0.047
2019-04-20 23:58:03.762537 [epoch 0 iteration 0016]loss 2.267 | overlap 0.066
2019-04-20 23:58:04.554102 [epoch 0 iteration 0017]loss 1.921 | overlap 0.062
2019-04-20 23:58:05.364833 [epoch 0 iteration 0018]loss 2.599 | overlap 0.047
2019-04-20 23:58:06.150563 [epoch 0 iteration 0019]loss 1.999 | overlap 0.050
2019-04-20 23:58:06.961947 [epoch 0 iteration 0020]loss 2.273 | overlap 0.066
2019-04-20 23:58:07.751264 [epoch 0 iteration 0021]loss 1.990 | overlap 0.078
2019-04-20 23:58:08.537887 [epoch 0 iteration 0022]loss 1.881 | overlap 0.088
2019-04-20 23:58:09.330035 [epoch 0 iteration 0023]loss 1.966 | overlap 0.056
2019-04-20 23:58:10.116786 [epoch 0 iteration 0024]loss 1.821 | overlap 0.106
2019-04-20 23:58:10.899581 [epoch 0 iteration 0025]loss 1.841 | overlap 0.066
2019-04-20 23:58:11.687269 [epoch 0 iteration 0026]loss 1.904 | overlap 0.066
2019-04-20 23:58:12.527857 [epoch 0 iteration 0027]loss 1.891 | overlap 0.062
2019-04-20 23:58:13.339974 [epoch 0 iteration 0028]loss 1.889 | overlap 0.056
2019-04-20 23:58:14.128294 [epoch 0 iteration 0029]loss 1.880 | overlap 0.069
2019-04-20 23:58:14.932876 [epoch 0 iteration 0030]loss 1.894 | overlap 0.044
2019-04-20 23:58:15.710900 [epoch 0 iteration 0031]loss 1.810 | overlap 0.094
2019-04-20 23:58:16.494589 [epoch 0 iteration 0032]loss 1.740 | overlap 0.081
2019-04-20 23:58:17.306074 [epoch 0 iteration 0033]loss 1.736 | overlap 0.125
2019-04-20 23:58:18.100525 [epoch 0 iteration 0034]loss 2.081 | overlap 0.037
2019-04-20 23:58:18.888859 [epoch 0 iteration 0035]loss 1.837 | overlap 0.091
2019-04-20 23:58:19.673033 [epoch 0 iteration 0036]loss 1.801 | overlap 0.056
2019-04-20 23:58:20.481386 [epoch 0 iteration 0037]loss 1.844 | overlap 0.053
2019-04-20 23:58:21.262583 [epoch 0 iteration 0038]loss 1.723 | overlap 0.091
2019-04-20 23:58:22.045809 [epoch 0 iteration 0039]loss 1.883 | overlap 0.037
2019-04-20 23:58:22.826403 [epoch 0 iteration 0040]loss 1.726 | overlap 0.100
2019-04-20 23:58:23.612859 [epoch 0 iteration 0041]loss 1.721 | overlap 0.059
2019-04-20 23:58:24.398297 [epoch 0 iteration 0042]loss 1.751 | overlap 0.066
2019-04-20 23:58:25.206691 [epoch 0 iteration 0043]loss 1.773 | overlap 0.075
2019-04-20 23:58:25.993134 [epoch 0 iteration 0044]loss 1.887 | overlap 0.078
2019-04-20 23:58:26.782744 [epoch 0 iteration 0045]loss 1.803 | overlap 0.053
2019-04-20 23:58:27.570700 [epoch 0 iteration 0046]loss 1.755 | overlap 0.066
2019-04-20 23:58:28.385350 [epoch 0 iteration 0047]loss 1.699 | overlap 0.081
2019-04-20 23:58:29.193662 [epoch 0 iteration 0048]loss 1.867 | overlap 0.062
2019-04-20 23:58:29.981742 [epoch 0 iteration 0049]loss 1.719 | overlap 0.056
2019-04-20 23:58:30.812192 [epoch 0 iteration 0050]loss 1.738 | overlap 0.066
2019-04-20 23:58:31.611303 [epoch 0 iteration 0051]loss 1.682 | overlap 0.075
2019-04-20 23:58:32.401209 [epoch 0 iteration 0052]loss 1.689 | overlap 0.075
2019-04-20 23:58:33.193564 [epoch 0 iteration 0053]loss 1.894 | overlap 0.053
2019-04-20 23:58:33.976982 [epoch 0 iteration 0054]loss 1.715 | overlap 0.072
2019-04-20 23:58:34.765590 [epoch 0 iteration 0055]loss 1.684 | overlap 0.069
2019-04-20 23:58:35.548713 [epoch 0 iteration 0056]loss 1.698 | overlap 0.094
2019-04-20 23:58:36.338714 [epoch 0 iteration 0057]loss 1.681 | overlap 0.078
2019-04-20 23:58:37.124751 [epoch 0 iteration 0058]loss 1.710 | overlap 0.056
2019-04-20 23:58:37.937576 [epoch 0 iteration 0059]loss 1.757 | overlap 0.059
2019-04-20 23:58:38.727284 [epoch 0 iteration 0060]loss 1.724 | overlap 0.050
2019-04-20 23:58:39.537400 [epoch 0 iteration 0061]loss 1.803 | overlap 0.044
2019-04-20 23:58:40.330429 [epoch 0 iteration 0062]loss 1.754 | overlap 0.109
2019-04-20 23:58:41.131160 [epoch 0 iteration 0063]loss 1.721 | overlap 0.069
2019-04-20 23:58:41.910253 [epoch 0 iteration 0064]loss 1.686 | overlap 0.078
2019-04-20 23:58:42.699638 [epoch 0 iteration 0065]loss 1.714 | overlap 0.081
2019-04-20 23:58:43.481986 [epoch 0 iteration 0066]loss 2.067 | overlap 0.053
